//////////////////////////////////////////////////////////////////////////////////////																			
// MixMasteryItem																			
// [ 파일 생성 ]	2016-08-16																		
// [ 수정 일자 ]	2016-08-16 04:22 PM																		
// [ 수  정  자 ]	사재일																		
// [ 버       전 ]	0.0.0.1																		
// [ 수정 내용 ]	최초등록																		
// [ 참       조 ]	서버전용 스크립트																		
//////////////////////////////////////////////////////////////////////////////////////																			
// Season12 P.1업데이트 이후의 마스터리 아이템 조합에 사용가능한 스크립트 입니다. (아래 조합설정 이후로 적용)																			
// 조합 아이템 추가 등록 시 아래 기재																			
// 1차 마스터리 무기 - 블러드엔젤무기 아이템 조합 -> 다크엔젤무기 아이템 업그레이드																			
// 2차 마스터리 방어구 - 다크엔젤방어구 아이템 조합 -> 홀리엔젤방어구 아이템으로 업그레이드																			
// 신규 조건 추가 : 0번 테이블 - OPTION (명령어 : /만들기 0 42 0 0 0 0 4)  - 빨간색 텍스트가 추가옵션값 들어가는 위치 입니다. 들어갈 수 있는 값은 1, 2, 3 4 값 입니다.)																			
// 신규 조건 추가 : 1번 테이블 - Rate : 조합확률을 설정합니다. (1/100) 설정으로 100 값을 등록하면 100% 입니다.																			
// 신규 조건 추가 : 1번 테이블 - ZEN : 조합 시 필요한 젠을 설정합니다. 조합에 필요한 최대 젠은 1억젠 입니다.																			
// 신규 조건 추가 : 조합재료로 사용될 아이템의 속성을 설정합니다. ( 0 : 기타 아이템 / 1 : 엑설런트아이템 / 2 : 세트아이템)																			
// 0번 테이블 - 조합재료아이템 리스트 등록 및 인덱스 부여																			
// 아이템에 조합 인덱스 부여하고 해당 인덱스를 이용하여 1번 테이블의 조합설정을 작성할 수 있습니다 : 100개의 인덱스를 부여할 수 있으며 확장 가능																			
//index	type	index	MinLevel	MaxLevel		Dur (내구개수)	Item Name												
0																			
// 기본 보석재료																			
//index	type	index	MinLvl	MaxLvl	Opt	Dur	iCat	Item Name											
269	5	52	11	15	4	0	1	"Darkangel Stick"	
270	4	35	11	15	4	0	1	"Darkangel Quiver"	
271	14	416	0	0	0	0	0	"Anvil of Holyangel"
//
272	8	108	0	15	0	0	2	"Awakening Soul Elf Armor (A)"											
273	7	108	0	15	0	0	2	"Awakening Soul Elf Helm (A)"											
274	9	108	0	15	0	0	2	"Awakening Soul Elf Pants (A)"											
275	10	108	0	15	0	0	2	"Awakening Soul Elf Gloves (A)"		
276	8	110	0	15	0	0	2	"Awakening Soul Magic Armor (A)"											
277	9	110	0	15	0	0	2	"Awakening Soul Magic Pants (A)"											
278	10	110	0	15	0	0	2	"Awakening Soul Magic Gloves (A)"											
279	11	110	0	15	0	0	2	"Awakening Soul Magic Boots (A)"		
280	8	114	0	15	0	0	2	"Awakening Soul Elf Armor (B)"											
281	7	114	0	15	0	0	2	"Awakening Soul Elf Helm (B)"											
282	9	114	0	15	0	0	2	"Awakening Soul Elf Pants (B)"											
283	10	114	0	15	0	0	2	"Awakening Soul Elf Gloves (B)"	
284	8	115	0	15	0	0	2	"Awakening Soul Magic Armor (B)"											
285	9	115	0	15	0	0	2	"Awakening Soul Magic Pants (B)"											
286	10	115	0	15	0	0	2	"Awakening Soul Magic Gloves (B)"											
287	11	115	0	15	0	0	2	"Awakening Soul Magic Boots (B)"	
288	8	106	13	15	4	0	2	"Awakening Soul Knight Armor"											
289	7	106	13	15	4	0	2	"Awakening Soul Knight Helm"											
290	9	106	13	15	4	0	2	"Awakening Soul Knight Pants"											
291	11	106	13	15	4	0	2	"Awakening Soul Knight Boots"	
292	8	107	13	15	4	0	2	"Awakening Soul Wizard Armor"											
293	7	107	13	15	4	0	2	"Awakening Soul Wizard Helm"											
294	9	107	13	15	4	0	2	"Awakening Soul Wizard Pants"											
295	10	107	13	15	4	0	2	"Awakening Soul Wizard Gloves"	
296	8	109	13	15	4	0	2	"Awakening Soul Summoner Armor"											
297	7	109	13	15	4	0	2	"Awakening Soul Summoner Helm"											
298	9	109	13	15	4	0	2	"Awakening Soul Summoner Pants"											
299	10	109	13	15	4	0	2	"Awakening Soul Summoner Gloves"	
300	8	111	13	15	4	0	2	"Awakening Soul Lord Armor"											
301	7	111	13	15	4	0	2	"Awakening Soul Lord Helm"											
302	9	111	13	15	4	0	2	"Awakening Soul Lord Pants"											
303	10	111	13	15	4	0	2	"Awakening Soul Lord Gloves"	
304	8	112	13	15	4	0	2	"Awakening Soul Fighter Armor"											
305	7	112	13	15	4	0	2	"Awakening Soul Fighter Helm"											
306	9	112	13	15	4	0	2	"Awakening Soul Fighter Pants"											
307	11	112	13	15	4	0	2	"Awakening Soul Fighter Boots"		
308	8	113	13	15	4	0	2	"Awakening Soul Lancer Armor"											
309	7	113	13	15	4	0	2	"Awakening Soul Lancer Helm"											
310	9	113	13	15	4	0	2	"Awakening Soul Lancer Pants"											
311	10	113	13	15	4	0	2	"Awakening Soul Lancer Gloves"	
312	8	108	13	15	4	0	2	"Awakening Soul Elf Armor (A)"											
313	7	108	13	15	4	0	2	"Awakening Soul Elf Helm (A)"											
314	9	108	13	15	4	0	2	"Awakening Soul Elf Pants (A)"											
315	10	108	13	15	4	0	2	"Awakening Soul Elf Gloves (A)"		
316	8	110	13	15	4	0	2	"Awakening Soul Magic Armor (A)"											
317	9	110	13	15	4	0	2	"Awakening Soul Magic Pants (A)"											
318	10	110	13	15	4	0	2	"Awakening Soul Magic Gloves (A)"											
319	11	110	13	15	4	0	2	"Awakening Soul Magic Boots (A)"		
320	8	114	13	15	4	0	2	"Awakening Soul Elf Armor (B)"											
321	7	114	13	15	4	0	2	"Awakening Soul Elf Helm (B)"											
322	9	114	13	15	4	0	2	"Awakening Soul Elf Pants (B)"											
323	10	114	13	15	4	0	2	"Awakening Soul Elf Gloves (B)"	
324	8	115	13	15	4	0	2	"Awakening Soul Magic Armor (B)"											
325	9	115	13	15	4	0	2	"Awakening Soul Magic Pants (B)"											
326	10	115	13	15	4	0	2	"Awakening Soul Magic Gloves (B)"											
327	11	115	13	15	4	0	2	"Awakening Soul Magic Boots (B)"
328	14	449	0	0	0	0	0	"Cold Marriage"	
//
329	0	57	11	15	4	0	1	"Holyangel Sword"
330	0	58	11	15	4	0	1	"Holyangel Magic Sword"
331	0	59	11	15	4	0	1	"Holyangel Claw"
332	2	27	11	15	4	0	1	"Holyangel Scepter"
333	3	25	11	15	4	0	1	"Holyangel Lance"
334	4	36	11	15	4	0	1	"Holyangel Bow"
335	5	53	11	15	4	0	1	"Holyangel Staff"
336	5	54	11	15	4	0	1	"Holyangel Stick"
337	4	37	11	15	4	0	1	"Holyangel Quiver"
338	14	450	0	0	0	0	0	"Soul Moru"
//
355	7	166	0	15	0	0	2	"Blue Eye Elf Helm (A)"	
356	8	166	0	15	0	0	2	"Blue Eye Elf Armor (A)"	
357	9	166	0	15	0	0	2	"Blue Eye Elf Pants (A)"	
358	10	166	0	15	0	0	2	"Blue Eye Elf Gloves (A)"	
359	7	172	0	15	0	0	2	"Blue Eye Elf Helm (B)"	
360	8	172	0	15	0	0	2	"Blue Eye Elf Armor (B)"	
361	9	172	0	15	0	0	2	"Blue Eye Elf Pants (B)"	
362	10	172	0	15	0	0	2	"Blue Eye Elf Gloves (B)"	
363	8	168	0	15	0	0	2	"Blue Eye Magic Armor (A)"	
364	9	168	0	15	0	0	2	"Blue Eye Magic Pants (A)"	
365	10	168	0	15	0	0	2	"Blue Eye Magic Gloves (A)"	
366	11	168	0	15	0	0	2	"Blue Eye Magic Boots (A)"	
367	8	173	0	15	0	0	2	"Blue Eye Magic Armor (B)"	
368	9	173	0	15	0	0	2	"Blue Eye Magic Pants (B)"	
369	10	173	0	15	0	0	2	"Blue Eye Magic Gloves (B)"	
370	11	173	0	15	0	0	2	"Blue Eye Magic Boots (B)"	
//
382	8	127	11	15	4	0	2	"Holyangel Runist Armor"	
383	7	127	11	15	4	0	2	"Holyangel Runist Helm"	
384	9	127	11	15	4	0	2	"Holyangel Runist Pants"	
385	10	127	11	15	4	0	2	"Holyangel Runist Gloves"
//
390	5	57	11	15	4	0	1	"Book of Bloodangel"	
391	5	58	11	15	4	0	1	"Book of Darkangel"	
392	5	59	11	15	4	0	1	"Book of Holyangel"		
393	5	60	11	15	4	0	1	"Book of Soul"	
394	5	63	11	15	4	0	1	"Blue Eye Book"	
//
402	2	39	13	15	4	0	1	"Soul Rune Mace"
499	0	62	13	15	4	0	1	"Soul Sword"
500	0	63	13	15	4	0	1	"Soul Magic Sword"
501	0	64	13	15	4	0	1	"Soul Claws"
502	2	36	13	15	4	0	1	"Soul Scepter"
503	3	28	13	15	4	0	1	"Soul Lance"
504	4	38	13	15	4	0	1	"Soul Bow"
505	4	39	13	15	4	0	1	"Soul Quiver"
506	5	55	13	15	4	0	1	"Soul Staff"
507	5	56	13	15	4	0	1	"Soul Stick"
//
514	14	13	0	0	0	5	0	"Jewel of Bless"	
515	14	14	0	0	0	5	0	"Jewel of Soul"	
516	14	471	0	0	0	50	0	"Sealed Armor Sculpture"	
517	14	472	0	0	0	0	0	"Scratched Bloodangel Helmet"	
518	14	473	0	0	0	0	0	"Scratched Bloodangel Armor"	
519	14	474	0	0	0	0	0	"Scratched Bloodangel Pants"	
520	14	475	0	0	0	0	0	"Scratched Bloodangel Gloves"	
521	14	476	0	0	0	0	0	"Scratched Bloodangel Boots"
//
530	12	450	15	15	0	0	3	"Ancestral Earring (L) +15"	
531	12	458	15	15	0	0	3	"Ancestral Earring (R) +15"	
532	12	450	14	14	0	0	3	"Ancestral Earring (L) +14"	
533	12	458	14	14	0	0	3	"Ancestral Earring (R) +14"	
534	12	450	13	13	0	0	3	"Ancestral Earring (L) +13"	
535	12	458	13	13	0	0	3	"Ancestral Earring (R) +13"	
536	12	450	12	12	0	0	3	"Ancestral Earring (L) +12"	
537	12	458	12	12	0	0	3	"Ancestral Earring (R) +12"	
538	12	450	11	11	0	0	3	"Ancestral Earring (L) +11"	
539	12	458	11	11	0	0	3	"Ancestral Earring (R) +11"	
540	14	497	0	0	0	0	0	"Honorary Frame"	
//
541	13	395	0	0	0	0	0	"Sealed Bloodangel Knight Helm (E)"	
542	13	396	0	0	0	0	0	"Sealed Bloodangel Knight Armor (E)"	
543	13	397	0	0	0	0	0	"Sealed Bloodangel Knight Pants (E)"	
544	13	398	0	0	0	0	0	"Sealed Bloodangel Knight Boots (E)"	
545	6	44	11	15	4	0	1	"Bloodangel Shield"	
546	6	45	11	15	4	0	1	"Dark Angel Shield"	
547	6	46	11	15	4	0	1	"Holy Angel Shield"	
548	6	47	11	15	4	0	1	"Soul Shield"	
//
569	14	499	0	15	0	0	0	"Attack type"	
570	7	200	0	15	0	0	4	"Blood Angel Knight Helm (Conviction)"	
571	8	200	0	15	0	0	4	"Blood Angel Knight Armor (Conviction)"	
572	9	200	0	15	0	0	4	"Blood Angel Knight Pants (Conviction)"	
573	11	200	0	15	0	0	4	"Blood Angel Knight Boots (Conviction)"	
574	14	500	0	0	0	0	0	"Defensive Type"	
575	7	98	0	15	0	0	4	"Bloodangel Knight Helm (S)"	
576	8	98	0	15	0	0	4	"Bloodangel Knight Armor (S)"	
577	9	98	0	15	0	0	4	"Bloodangel Knight Pants (S)"	
578	11	98	0	15	0	0	4	"Bloodangel Knight Boots (S)"	
579	7	201	0	15	0	0	4	"Dark Angel Knight Helm (Conviction)"	
580	8	201	0	15	0	0	4	"Dark Angel Knight Armor (Conviction)"	
581	9	201	0	15	0	0	4	"Dark Angel Knight Pants (Conviction)"	
582	11	201	0	15	0	0	4	"Dark Angel Knight Boots (Conviction)"	
583	7	138	0	15	0	0	4	"Darkangel Knight Helm"	
584	8	138	0	15	0	0	4	"Darkangel Knight Armor"	
585	9	138	0	15	0	0	4	"Darkangel Knight Pants"	
586	11	138	0	15	0	0	4	"Darkangel Knight Boots"	
587	7	202	0	15	0	0	4	"Holy Angel Knight Helm (Conviction)"	
588	8	202	0	15	0	0	4	"Holy Angel Knight Armor (Conviction)"	
589	9	202	0	15	0	0	4	"Holy Angel Knight Pants (Conviction)"	
590	11	202	0	15	0	0	4	"Holy Angel Knight Boots (Conviction)"	
591	7	150	0	15	0	0	4	"Holyangel Knight Helm"	
592	8	150	0	15	0	0	4	"Holyangel Knight Armor"	
593	9	150	0	15	0	0	4	"Holyangel Knight Pants"	
594	11	150	0	15	0	0	4	"Holyangel Knight Boots"	
595	7	203	0	15	0	0	4	"Awakening Soul Knight Helm (Conviction)"	
596	8	203	0	15	0	0	4	"Awakening Soul Knight Armor (Conviction)"	
597	9	203	0	15	0	0	4	"Awakening Soul Knight Pants (Conviction)"	
598	11	203	0	15	0	0	4	"Awakening Soul Knight Boots (Conviction)"	
599	7	106	0	15	0	0	4	"Awakening Soul Knight Helm"											
600	8	106	0	15	0	0	4	"Awakening Soul Knight Armor"											
601	9	106	0	15	0	0	4	"Awakening Soul Knight Pants"											
602	11	106	0	15	0	0	4	"Awakening Soul Knight Boots"	
603	7	204	0	15	0	0	4	"Cold Blue Eye Knight Helm (Conviction)"	
604	8	204	0	15	0	0	4	"Cold Blue Eye Knight Armor (Conviction)"	
605	9	204	0	15	0	0	4	"Cold Blue Eye Knight Pants (Conviction)"	
606	11	204	0	15	0	0	4	"Cold Blue Eye Knight Boots (Conviction)"	
607	7	164	0	15	0	0	4	"Blue Eye Knight Helm"	
608	8	164	0	15	0	0	4	"Blue Eye Knight Armor"	
609	9	164	0	15	0	0	4	"Blue Eye Knight Pants"	
610	11	164	0	15	0	0	4	"Blue Eye Knight Boots"	
//
end

1
//random-id cat index level
0	14	472	0	// "Scratched Bloodangel Helmet"	
0	14	473	0	// "Scratched Bloodangel Armor"	
0	14	474	0	// "Scratched Bloodangel Pants"	
0	14	475	0	// "Scratched Bloodangel Gloves"	
0	14	476	0	// "Scratched Bloodangel Boots"	
2	8	98	13	// "Bloodangel Knight Armor"	
1	7	98	13	// "Bloodangel Knight Helm"	
3	9	98	13	// "Bloodangel Knight Pants"	
5	11	98	13	// "Bloodangel Knight Boots"	
2	8	99	13	// "Bloodangel Wizard Armor"	
1	7	99	13	// "Bloodangel Wizard Helm"	
3	9	99	13	// "Bloodangel Wizard Pants"	
4	10	99	13	// "Bloodangel Wizard Gloves"	
2	8	100	13	// "Bloodangel Elf Armor (A)"	
1	7	100	13	// "Bloodangel Elf Helm (A)"	
3	9	100	13	// "Bloodangel Elf Pants (A)"	
4	10	100	13	// "Bloodangel Elf Gloves (A)"	
2	8	102	13	// "Bloodangel Magic Armor (A)"	
5	11	102	13	// "Bloodangel Magic Boots (A)"	
3	9	102	13	// "Bloodangel Magic Pants (A)"	
4	10	102	13	// "Bloodangel Magic Gloves (A)"	
2	8	103	13	// "Bloodangel Lord Armor"	
1	7	103	13	// "Bloodangel Lord Helm"	
3	9	103	13	// "Bloodangel Lord Pants"	
4	10	103	13	// "Bloodangel Lord Gloves"	
2	8	101	13	// "Bloodangel Summoner Armor"	
1	7	101	13	// "Bloodangel Summoner Helm"	
3	9	101	13	// "Bloodangel Summoner Pants"	
4	10	101	13	// "Bloodangel Summoner Gloves"	
2	8	104	13	// "Bloodangel Fighter Armor"	
1	7	104	13	// "Bloodangel Fighter Helm"	
3	9	104	13	// "Bloodangel Fighter Pants"	
5	11	104	13	// "Bloodangel Fighter Boots"	
2	8	105	13	// "Bloodangel Lancer Armor"	
1	7	105	13	// "Bloodangel Lancer Helm"	
3	9	105	13	// "Bloodangel Lancer Pants"	
4	10	105	13	// "Bloodangel Lancer Gloves"	
2	8	122	13	// "Bloodangel Runist Armor"	
1	7	122	13	// "Bloodangel Runist Helm"	
3	9	122	13	// "Bloodangel Runist Pants"	
4	10	122	13	// "Bloodangel Runist Gloves"	
end
																			
// 1번 테이블 유지옵션설정 설명 :  [유지옵션] - 유지옵션설정값의 합산으로 설정합니다. (예: 엑설런트옵션유지 : [1] / 행운옵션 + Stat 옵션 유지 : 2 + 4 = [6] / 엑설런트옵션 + 행운옵션 유지 : 1 + 2 = [3])]																			
// 엑셀런트 옵션	[1]																		
// 행운 옵션	[2]																		
// Stat 옵션 (세트아이템)	[4]																		
// (이벤트)무조건결과 세트아이템, 16옵션 아이템(행운, 세트옵션은 라이브 제작 기본 설정)	0																		
//1번 테이블 - 조합결과물 아이템을 등록합니다.							// 조합결과물을 생성하기 위한 조합재료를 등록합니다.												
//MIX ID	Result type	Result index	Result Level	name	유지옵션		주재료 (업그레이드아이템)	개수	재료1	개수	재료2	개수	재료3	개수	재료4	개수	재료5	개수	
2																			
//3차 마스터리 방어구 결과물 설정 및 조합재료 설정																			
//MIX ID	Result type	Result index	Result Level	name	유지옵션	Rate (1/100)	주재료 (업그레이드아이템)	개수	재료1	개수	재료2	개수	재료3	개수	재료4	개수	재료5	개수	ZEN
168	7	150	0	"홀리엔젤나이트투구"	6	100	37	1	69	1	21	1	22	1	3	1	6	1	0
169	7	151	0	"홀리엔젤위자드투구"	6	100	38	1	69	1	21	1	22	1	3	1	6	1	0
170	7	152	0	"홀리엔젤엘프투구"	6	100	39	1	69	1	21	1	22	1	3	1	6	1	0
171	7	153	0	"홀리엔젤서머너투구"	6	100	40	1	69	1	21	1	22	1	3	1	6	1	0
172	7	155	0	"홀리엔젤로드투구"	6	100	41	1	69	1	21	1	22	1	3	1	6	1	0
173	7	156	0	"홀리엔젤파이터투구"	6	100	42	1	69	1	21	1	22	1	3	1	6	1	0
174	7	157	0	"홀리엔젤랜서투구"	6	100	43	1	69	1	21	1	22	1	3	1	6	1	0
175	8	150	0	"홀리엔젤나이트갑옷"	6	100	44	1	69	1	21	1	22	1	3	1	6	1	0
176	8	151	0	"홀리엔젤위자드갑옷"	6	100	45	1	69	1	21	1	22	1	3	1	6	1	0
177	8	152	0	"홀리엔젤엘프갑옷"	6	100	46	1	69	1	21	1	22	1	3	1	6	1	0
178	8	153	0	"홀리엔젤서머너갑옷"	6	100	47	1	69	1	21	1	22	1	3	1	6	1	0
179	8	154	0	"홀리엔젤매직갑옷"	6	100	48	1	69	1	21	1	22	1	3	1	6	1	0
180	8	155	0	"홀리엔젤로드갑옷"	6	100	49	1	69	1	21	1	22	1	3	1	6	1	0
181	8	156	0	"홀리엔젤파이터갑옷"	6	100	50	1	69	1	21	1	22	1	3	1	6	1	0
182	8	157	0	"홀리엔젤랜서갑옷"	6	100	51	1	69	1	21	1	22	1	3	1	6	1	0
183	9	150	0	"홀리엔젤나이트바지"	6	100	52	1	69	1	21	1	22	1	3	1	6	1	0
184	9	151	0	"홀리엔젤위자드바지"	6	100	53	1	69	1	21	1	22	1	3	1	6	1	0
185	9	152	0	"홀리엔젤엘프바지"	6	100	54	1	69	1	21	1	22	1	3	1	6	1	0
186	9	153	0	"홀리엔젤서머너바지"	6	100	55	1	69	1	21	1	22	1	3	1	6	1	0
187	9	154	0	"홀리엔젤매직바지"	6	100	56	1	69	1	21	1	22	1	3	1	6	1	0
188	9	155	0	"홀리엔젤로드바지"	6	100	57	1	69	1	21	1	22	1	3	1	6	1	0
189	9	156	0	"홀리엔젤파이터바지"	6	100	58	1	69	1	21	1	22	1	3	1	6	1	0
190	9	157	0	"홀리엔젤랜서바지"	6	100	59	1	69	1	21	1	22	1	3	1	6	1	0
191	10	151	0	"홀리엔젤위자드장갑"	6	100	60	1	69	1	21	1	22	1	3	1	6	1	0
192	10	152	0	"홀리엔젤엘프장갑"	6	100	61	1	69	1	21	1	22	1	3	1	6	1	0
193	10	153	0	"홀리엔젤서머너장갑"	6	100	62	1	69	1	21	1	22	1	3	1	6	1	0
194	10	154	0	"홀리엔젤매직장갑"	6	100	63	1	69	1	21	1	22	1	3	1	6	1	0
195	10	155	0	"홀리엔젤로드장갑"	6	100	64	1	69	1	21	1	22	1	3	1	6	1	0
196	10	157	0	"홀리엔젤랜서장갑"	6	100	65	1	69	1	21	1	22	1	3	1	6	1	0
197	11	150	0	"홀리엔젤나이트부츠"	6	100	66	1	69	1	21	1	22	1	3	1	6	1	0
198	11	154	0	"홀리엔젤매직부츠"	6	100	67	1	69	1	21	1	22	1	3	1	6	1	0
199	11	156	0	"홀리엔젤파이터부츠"	6	100	68	1	69	1	21	1	22	1	3	1	6	1	0
//2차 마스터리 무기 결과물 설정 및 조합재료 설정																			
//MIX ID	Result type	Result index	Result Level	name	유지옵션	Rate (1/100)	주재료 (업그레이드아이템)	개수	재료1	개수	재료2	개수	재료3	개수	재료4	개수	재료5	개수	ZEN
200	0	54	0	"다크엔젤소드"	3	100	28	1	36	1	21	1	22	1	3	1	6	1	0
201	0	55	0	"다크엔젤매직소드"	3	100	29	1	36	1	21	1	22	1	3	1	6	1	0
202	0	56	0	"다크엔젤클로"	3	100	30	1	36	1	21	1	22	1	3	1	6	1	0
203	2	26	0	"다크엔젤셉터"	3	100	31	1	36	1	21	1	22	1	3	1	6	1	0
204	3	24	0	"다크엔젤랜스"	3	100	32	1	36	1	21	1	22	1	3	1	6	1	0
205	4	31	0	"다크엔젤보우"	3	100	33	1	36	1	21	1	22	1	3	1	6	1	0
206	5	51	0	"다크엔젤스태프"	3	100	34	1	36	1	21	1	22	1	3	1	6	1	0
207	5	52	0	"다크엔젤스틱"	3	100	35	1	36	1	21	1	22	1	3	1	6	1	0
//(영웅)블러드엔젤의혼 결과물 설정																			
//MIX ID	Result type	Result index	Result Level	name	유지옵션	Rate (1/100)	주재료 (업그레이드아이템)	개수	재료1	개수	재료2	개수	재료3	개수	재료4	개수	재료5	개수	ZEN
208	7	98	11	"블러드엔젤나이트투구" 	8	100	71	1	70	1	0	0	0	0	0	0	0	0	0
209	7	99	11	"블러드엔젤위자드투구" 	8	100	72	1	70	1	0	0	0	0	0	0	0	0	0
210	7	100	11	"블러드엔젤엘프투구" 	8	100	73	1	70	1	0	0	0	0	0	0	0	0	0
211	7	101	11	"블러드엔젤서머너투구" 	8	100	74	1	70	1	0	0	0	0	0	0	0	0	0
212	7	103	11	"블러드엔젤로드투구" 	8	100	75	1	70	1	0	0	0	0	0	0	0	0	0
213	7	104	11	"블러드엔젤파이터투구" 	8	100	76	1	70	1	0	0	0	0	0	0	0	0	0
214	7	105	11	"블러드엔젤랜서투구" 	8	100	77	1	70	1	0	0	0	0	0	0	0	0	0
215	8	98	11	"블러드엔젤나이트갑옷" 	8	100	78	1	70	1	0	0	0	0	0	0	0	0	0
216	8	99	11	"블러드엔젤위자드갑옷" 	8	100	79	1	70	1	0	0	0	0	0	0	0	0	0
217	8	100	11	"블러드엔젤엘프갑옷" 	8	100	80	1	70	1	0	0	0	0	0	0	0	0	0
218	8	101	11	"블러드엔젤서머너갑옷" 	8	100	81	1	70	1	0	0	0	0	0	0	0	0	0
219	8	102	11	"블러드엔젤매직갑옷" 	8	100	82	1	70	1	0	0	0	0	0	0	0	0	0
220	8	103	11	"블러드엔젤로드갑옷" 	8	100	83	1	70	1	0	0	0	0	0	0	0	0	0
221	8	104	11	"블러드엔젤파이터갑옷" 	8	100	84	1	70	1	0	0	0	0	0	0	0	0	0
222	8	105	11	"블러드엔젤랜서갑옷" 	8	100	85	1	70	1	0	0	0	0	0	0	0	0	0
223	9	98	11	"블러드엔젤나이트바지" 	8	100	86	1	70	1	0	0	0	0	0	0	0	0	0
224	9	99	11	"블러드엔젤위자드바지" 	8	100	87	1	70	1	0	0	0	0	0	0	0	0	0
225	9	100	11	"블러드엔젤엘프바지" 	8	100	88	1	70	1	0	0	0	0	0	0	0	0	0
226	9	101	11	"블러드엔젤서머너바지" 	8	100	89	1	70	1	0	0	0	0	0	0	0	0	0
227	9	102	11	"블러드엔젤매직바지" 	8	100	90	1	70	1	0	0	0	0	0	0	0	0	0
228	9	103	11	"블러드엔젤로드바지" 	8	100	91	1	70	1	0	0	0	0	0	0	0	0	0
229	9	104	11	"블러드엔젤파이터바지" 	8	100	92	1	70	1	0	0	0	0	0	0	0	0	0
230	9	105	11	"블러드엔젤랜서바지" 	8	100	93	1	70	1	0	0	0	0	0	0	0	0	0
231	10	99	11	"블러드엔젤위자드장갑" 	8	100	94	1	70	1	0	0	0	0	0	0	0	0	0
232	10	100	11	"블러드엔젤엘프장갑" 	8	100	95	1	70	1	0	0	0	0	0	0	0	0	0
233	10	101	11	"블러드엔젤서머너장갑" 	8	100	96	1	70	1	0	0	0	0	0	0	0	0	0
234	10	102	11	"블러드엔젤매직장갑" 	8	100	97	1	70	1	0	0	0	0	0	0	0	0	0
235	10	103	11	"블러드엔젤로드장갑" 	8	100	98	1	70	1	0	0	0	0	0	0	0	0	0
236	10	105	11	"블러드엔젤랜서장갑" 	8	100	99	1	70	1	0	0	0	0	0	0	0	0	0
237	11	98	11	"블러드엔젤나이트부츠" 	8	100	100	1	70	1	0	0	0	0	0	0	0	0	0
238	11	102	11	"블러드엔젤매직부츠" 	8	100	101	1	70	1	0	0	0	0	0	0	0	0	0
239	11	104	11	"블러드엔젤파이터부츠" 	8	100	102	1	70	1	0	0	0	0	0	0	0	0	0
// 이벤트 조합 듀얼 클래스 추가																			
//MIX ID	Result type	Result index	Result Level	name	유지옵션	Rate (1/100)	주재료 (업그레이드아이템)	개수	재료1	개수	재료2	개수	재료3	개수	재료4	개수	재료5	개수	ZEN
240	8	158	11	"블러드엔젤엔요갑옷"	8	100	103	1	70	1	0	0	0	0	0	0	0	0	0
241	7	158	11	"블러드엔젤엔요투구"	8	100	104	1	70	1	0	0	0	0	0	0	0	0	0
242	9	158	11	"블러드엔젤엔요바지"	8	100	105	1	70	1	0	0	0	0	0	0	0	0	0
243	10	158	11	"블러드엔젤엔요장갑"	8	100	106	1	70	1	0	0	0	0	0	0	0	0	0
244	8	161	11	"블러드엔젤법마갑옷"	8	100	107	1	70	1	0	0	0	0	0	0	0	0	0
245	9	161	11	"블러드엔젤법마바지"	8	100	108	1	70	1	0	0	0	0	0	0	0	0	0
246	10	161	11	"블러드엔젤법마장갑"	8	100	109	1	70	1	0	0	0	0	0	0	0	0	0
247	11	161	11	"블러드엔젤법마부츠"	8	100	110	1	70	1	0	0	0	0	0	0	0	0	0
// 듀얼클래스 마스터리 방어구 세트 업그레이드 조합 추가																			
//MIX ID	Result type	Result index	Result Level	name	유지옵션	Rate (1/100)	주재료 (업그레이드아이템)	개수	재료1	개수	재료2	개수	재료3	개수	재료4	개수	재료5	개수	ZEN
248	8	158	0	"블러드엔젤엔요갑옷"	24	100	103	1	127	1	0	0	0	0	0	0	0	0	0
249	7	158	0	"블러드엔젤엔요투구"	24	100	104	1	127	1	0	0	0	0	0	0	0	0	0
250	9	158	0	"블러드엔젤엔요바지"	24	100	105	1	127	1	0	0	0	0	0	0	0	0	0
251	10	158	0	"블러드엔젤엔요장갑"	24	100	106	1	127	1	0	0	0	0	0	0	0	0	0
252	8	161	0	"블러드엔젤법마갑옷"	24	100	107	1	127	1	0	0	0	0	0	0	0	0	0
253	9	161	0	"블러드엔젤법마바지"	24	100	108	1	127	1	0	0	0	0	0	0	0	0	0
254	10	161	0	"블러드엔젤법마장갑"	24	100	109	1	127	1	0	0	0	0	0	0	0	0	0
255	11	161	0	"블러드엔젤법마부츠"	24	100	110	1	127	1	0	0	0	0	0	0	0	0	0
256	8	159	0	"다크엔젤엔요갑옷"	24	100	111	1	128	1	3	1	6	1	7	1	8	1	0
257	7	159	0	"다크엔젤엔요투구"	24	100	112	1	128	1	3	1	6	1	7	1	8	1	0
258	9	159	0	"다크엔젤엔요바지"	24	100	113	1	128	1	3	1	6	1	7	1	8	1	0
259	10	159	0	"다크엔젤엔요장갑"	24	100	114	1	128	1	3	1	6	1	7	1	8	1	0
260	8	162	0	"다크엔젤법마갑옷"	24	100	115	1	128	1	3	1	6	1	7	1	8	1	0
261	9	162	0	"다크엔젤법마바지"	24	100	116	1	128	1	3	1	6	1	7	1	8	1	0
262	10	162	0	"다크엔젤법마장갑"	24	100	117	1	128	1	3	1	6	1	7	1	8	1	0
