////////////////////////////////////////////////////////////////////////////////																																	
//	[ Text  Version ]	0.0.0.3																															
//	[ 최종 작업자 ]	이기수																															
//	[ 최종 작업일 ]	2008-10-21 14:00																															
//	[ 작 업 내 용 ]	"마력증대, 기간틱 레벨 수정(100 -> 220)"																															
////////////////////////////////////////////////////////////////////////////////																																	
//속성1 [-1(없음). 0(얼음). 1(독). 2(번개). 3(불). 4(땅). 5(바람). 6(물)]																																	
//속성2 [-1(없음). 0(물리). 1(마법)]																																	
// SkillBrand [특정 스킬이 있어야지만 사용이 가능]. 마스터레벨의 경우 액티브 강화 스킬은 선행스킬 조건을 같은 스킬로 넣어야함																																	
// SkillUsetype [0(일반스킬). 1(직책스킬). 3(마스터레벨:패시브). 4(마스터레벨:액티브)]																																	
// 스킬 타입 : [0(일반스킬). 1(버프:아군에게 이로운 효과). 2(디버프:적군에게 해로운 효과). 3(치료:대상을 회복시킴)]																																	
//번호	Name	레벨	데미지	사용마나량	어빌리티	거리	Delay	Eng	Cha	속성	속성2	SkilluseType	SkillBrand	KillCout	길마	부길마	베틀마스터	흑마법사	흑기사	요정	마검사	다크로드	소환술사	스킬랭크	스킬그룹	필요마스터레벨포인트	소모체력	소모SD	지속시간	필요힘	필요민첩	아이콘번호	스킬 타입
354	"방어력 증가"	5	250	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	11	2	0	0	0	0	0	11	0
355	"최대 생명력 증가"	1	50	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	12	1	0	0	0	0	0	12	0
356	"최대 생명력 증가"	2	100	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	12	1	0	0	0	0	0	12	0
357	"최대 생명력 증가"	3	150	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	12	1	0	0	0	0	0	12	0
358	"최대 생명력 증가"	4	200	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	12	2	0	0	0	0	0	12	0
359	"최대 생명력 증가"	5	300	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	12	2	0	0	0	0	0	12	0
360	"최대 AG 증가"	1	60	0	0	0	0	0	0	-1	-1	3	359	0	0	0	0	3	3	3	3	3	3	3	13	1	0	0	0	0	0	13	0
361	"최대 AG 증가"	2	120	0	0	0	0	0	0	-1	-1	3	360	0	0	0	0	3	3	3	3	3	3	3	13	1	0	0	0	0	0	13	0
362	"최대 AG 증가"	3	180	0	0	0	0	0	0	-1	-1	3	361	0	0	0	0	3	3	3	3	3	3	3	13	1	0	0	0	0	0	13	0
363	"최대 AG 증가"	4	240	0	0	0	0	0	0	-1	-1	3	362	0	0	0	0	3	3	3	3	3	3	3	13	2	0	0	0	0	0	13	0
364	"최대 AG 증가"	5	300	0	0	0	0	0	0	-1	-1	3	363	0	0	0	0	3	3	3	3	3	3	3	13	2	0	0	0	0	0	13	0
365	"몬스터 킬시 마나 회복"	1	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	14	1	0	0	0	0	0	14	0
366	"몬스터 킬시 마나 회복"	2	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	14	1	0	0	0	0	0	14	0
367	"몬스터 킬시 마나 회복"	3	14	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	14	1	0	0	0	0	0	14	0
368	"몬스터 킬시 마나 회복"	4	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	14	2	0	0	0	0	0	14	0
369	"몬스터 킬시 마나 회복"	5	8	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	14	2	0	0	0	0	0	14	0
370	"몬스터 킬시 생명력 회복"	1	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	2	15	1	0	0	0	0	0	15	0
371	"몬스터 킬시 생명력 회복"	2	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	2	15	1	0	0	0	0	0	15	0
372	"몬스터 킬시 생명력 회복"	3	14	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	2	15	1	0	0	0	0	0	15	0
373	"몬스터 킬시 생명력 회복"	4	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	2	15	1	0	0	0	0	0	15	0
374	"몬스터 킬시 생명력 회복"	5	8	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	2	15	2	0	0	0	0	0	15	0
375	"몬스터 킬시 SD 회복"	1	7	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	16	1	0	0	0	0	0	16	0
376	"몬스터 킬시 SD 회복"	2	6	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	16	1	0	0	0	0	0	16	0
377	"몬스터 킬시 SD 회복"	3	5	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	16	1	0	0	0	0	0	16	0
378	"몬스터 킬시 SD 회복"	4	4	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	16	2	0	0	0	0	0	16	0
379	"몬스터 킬시 SD 회복"	5	3	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	16	2	0	0	0	0	0	16	0
380	"경험치 상승"	1	8	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	17	1	0	0	0	0	0	17	0
381	"경험치 상승"	2	16	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	17	1	0	0	0	0	0	17	0
382	"경험치 상승"	3	24	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	17	1	0	0	0	0	0	17	0
383	"경험치 상승"	4	32	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	17	2	0	0	0	0	0	17	0
384	"경험치 상승"	5	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	17	2	0	0	0	0	0	17	0
385	"최대 SD 증가"	1	300	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	18	1	0	0	0	0	0	18	0
386	"최대 SD 증가"	2	450	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	18	1	0	0	0	0	0	18	0
387	"최대 SD 증가"	3	600	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	18	2	0	0	0	0	0	18	0
388	"최대 SD 증가"	4	750	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	18	2	0	0	0	0	0	18	0
389	"최대 SD 증가"	5	900	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	18	2	0	0	0	0	0	18	0
390	"SD 회복 속도 상승"	1	10	0	0	0	0	0	0	-1	-1	3	389	0	0	0	0	3	3	3	3	3	3	4	19	1	0	0	0	0	0	19	0
391	"SD 회복 속도 상승"	2	20	0	0	0	0	0	0	-1	-1	3	390	0	0	0	0	3	3	3	3	3	3	4	19	1	0	0	0	0	0	19	0
392	"SD 회복 속도 상승"	3	30	0	0	0	0	0	0	-1	-1	3	391	0	0	0	0	3	3	3	3	3	3	4	19	2	0	0	0	0	0	19	0
393	"SD 회복 속도 상승"	4	40	0	0	0	0	0	0	-1	-1	3	392	0	0	0	0	3	3	3	3	3	3	4	19	2	0	0	0	0	0	19	0
394	"SD 회복 속도 상승"	5	50	0	0	0	0	0	0	-1	-1	3	393	0	0	0	0	3	3	3	3	3	3	4	19	2	0	0	0	0	0	19	0
395	"최대 공격력 상승"	1	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	3	3	0	3	0	4	20	1	0	0	0	0	0	20	0
396	"최대 공격력 상승"	2	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	3	3	0	3	0	4	20	1	0	0	0	0	0	20	0
397	"최대 공격력 상승"	3	30	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	3	3	0	3	0	4	20	2	0	0	0	0	0	20	0
398	"최대 공격력 상승"	4	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	3	3	0	3	0	4	20	2	0	0	0	0	0	20	0
399	"최대 공격력 상승"	5	50	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	3	3	0	3	0	4	20	2	0	0	0	0	0	20	0
400	"최소 공격력 상승"	1	8	0	0	0	0	0	0	-1	-1	3	399	0	0	0	0	0	3	3	0	3	0	4	21	1	0	0	0	0	0	21	0
401	"최소 공격력 상승"	2	16	0	0	0	0	0	0	-1	-1	3	400	0	0	0	0	0	3	3	0	3	0	4	21	1	0	0	0	0	0	21	0
402	"최소 공격력 상승"	3	24	0	0	0	0	0	0	-1	-1	3	401	0	0	0	0	0	3	3	0	3	0	4	21	2	0	0	0	0	0	21	0
403	"최소 공격력 상승"	4	32	0	0	0	0	0	0	-1	-1	3	402	0	0	0	0	0	3	3	0	3	0	4	21	2	0	0	0	0	0	21	0
404	"최소 공격력 상승"	5	40	0	0	0	0	0	0	-1	-1	3	403	0	0	0	0	0	3	3	0	3	0	4	21	2	0	0	0	0	0	21	0
405	"마나 감소 강화"	1	5	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	22	1	0	0	0	0	0	22	0
406	"마나 감소 강화"	2	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	22	1	0	0	0	0	0	22	0
407	"마나 감소 강화"	3	15	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	22	2	0	0	0	0	0	22	0
408	"마나 감소 강화"	4	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	22	2	0	0	0	0	0	22	0
409	"마나 감소 강화"	5	25	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	22	2	0	0	0	0	0	22	0
410	"최대 마력 상승"	1	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	3	4	23	1	0	0	0	0	0	23	0
411	"최대 마력 상승"	2	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	3	4	23	1	0	0	0	0	0	23	0
412	"최대 마력 상승"	3	30	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	3	4	23	2	0	0	0	0	0	23	0
413	"최대 마력 상승"	4	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	3	4	23	2	0	0	0	0	0	23	0
414	"최대 마력 상승"	5	50	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	3	4	23	2	0	0	0	0	0	23	0
415	"최소 마력 상승"	1	8	0	0	0	0	0	0	-1	-1	3	414	0	0	0	0	3	0	0	0	0	3	4	24	1	0	0	0	0	0	24	0
416	"최소 마력 상승"	2	16	0	0	0	0	0	0	-1	-1	3	415	0	0	0	0	3	0	0	0	0	3	4	24	1	0	0	0	0	0	24	0
417	"최소 마력 상승"	3	24	0	0	0	0	0	0	-1	-1	3	416	0	0	0	0	3	0	0	0	0	3	4	24	2	0	0	0	0	0	24	0
418	"최소 마력 상승"	4	32	0	0	0	0	0	0	-1	-1	3	417	0	0	0	0	3	0	0	0	0	3	4	24	2	0	0	0	0	0	24	0
419	"최소 마력 상승"	5	40	0	0	0	0	0	0	-1	-1	3	418	0	0	0	0	3	0	0	0	0	3	4	24	2	0	0	0	0	0	24	0
420	"펫 내구 소모 속도 감소"	1	100	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	4	27	1	0	0	0	0	0	25	0
421	"펫 내구 소모 속도 감소"	2	200	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	4	27	1	0	0	0	0	0	25	0
422	"펫 내구 소모 속도 감소"	3	300	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	4	27	1	0	0	0	0	0	25	0
423	"펫 내구 소모 속도 감소"	4	400	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	4	27	2	0	0	0	0	0	25	0
424	"펫 내구 소모 속도 감소"	5	500	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	4	27	2	0	0	0	0	0	25	0
425	"최대 공격력/마력 상승"	1	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	3	0	0	4	25	1	0	0	0	0	0	23	0
426	"최대 공격력/마력 상승"	2	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	3	0	0	4	25	1	0	0	0	0	0	23	0
427	"최대 공격력/마력 상승"	3	30	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	3	0	0	4	25	2	0	0	0	0	0	23	0
428	"최대 공격력/마력 상승"	4	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	3	0	0	4	25	2	0	0	0	0	0	23	0
429	"최대 공격력/마력 상승"	5	50	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	3	0	0	4	25	2	0	0	0	0	0	23	0
430	"최소 공격력/마력 상승"	1	8	0	0	0	0	0	0	-1	-1	3	429	0	0	0	0	0	0	0	3	0	0	4	26	1	0	0	0	0	0	24	0
431	"최소 공격력/마력 상승"	2	16	0	0	0	0	0	0	-1	-1	3	430	0	0	0	0	0	0	0	3	0	0	4	26	1	0	0	0	0	0	24	0
432	"최소 공격력/마력 상승"	3	24	0	0	0	0	0	0	-1	-1	3	431	0	0	0	0	0	0	0	3	0	0	4	26	2	0	0	0	0	0	24	0
433	"최소 공격력/마력 상승"	4	32	0	0	0	0	0	0	-1	-1	3	432	0	0	0	0	0	0	0	3	0	0	4	26	2	0	0	0	0	0	24	0
434	"최소 공격력/마력 상승"	5	40	0	0	0	0	0	0	-1	-1	3	433	0	0	0	0	0	0	0	3	0	0	4	26	2	0	0	0	0	0	24	0
//흑마법사																																	0
435	"소울바리어 강화"	1	3	77	24	6	0	126	0	-1	1	4	16	0	0	0	0	3	0	0	0	0	0	2	28	1	0	0	0	0	0	28	1
436	"소울바리어 강화"	2	6	84	26	6	0	126	0	-1	1	4	435	0	0	0	0	3	0	0	0	0	0	2	28	1	0	0	0	0	0	28	1
437	"소울바리어 강화"	3	9	91	28	6	0	126	0	-1	1	4	436	0	0	0	0	3	0	0	0	0	0	2	28	1	0	0	0	0	0	28	1
438	"소울바리어 강화"	4	12	98	30	6	0	126	0	-1	1	4	437	0	0	0	0	3	0	0	0	0	0	2	28	1	0	0	0	0	0	28	1
439	"소울바리어 강화"	5	15	105	33	6	0	126	0	-1	1	4	438	0	0	0	0	3	0	0	0	0	0	2	28	2	0	0	0	0	0	28	1
440	"헬파이어 강화"	1	135	176	0	0	0	100	0	3	1	4	10	0	0	0	0	3	0	0	0	0	0	2	29	1	0	0	0	0	0	29	0
441	"헬파이어 강화"	2	150	192	0	0	0	100	0	3	1	4	440	0	0	0	0	3	0	0	0	0	0	2	29	1	0	0	0	0	0	29	0
442	"헬파이어 강화"	3	165	208	0	0	0	100	0	3	1	4	441	0	0	0	0	3	0	0	0	0	0	2	29	1	0	0	0	0	0	29	0
443	"헬파이어 강화"	4	180	224	0	0	0	100	0	3	1	4	442	0	0	0	0	3	0	0	0	0	0	2	29	1	0	0	0	0	0	29	0
444	"헬파이어 강화"	5	195	240	0	0	0	100	0	3	1	4	443	0	0	0	0	3	0	0	0	0	0	2	29	2	0	0	0	0	0	29	0
445	"악령 강화"	1	50	99	0	6	0	100	0	-1	1	4	9	0	0	0	0	3	0	0	0	0	0	4	30	1	0	0	0	0	0	30	0
446	"악령 강화"	2	55	108	0	6	0	100	0	-1	1	4	445	0	0	0	0	3	0	0	0	0	0	4	30	1	0	0	0	0	0	30	0
447	"악령 강화"	3	60	117	0	6	0	100	0	-1	1	4	446	0	0	0	0	3	0	0	0	0	0	4	30	2	0	0	0	0	0	30	0
448	"악령 강화"	4	65	126	0	6	0	100	0	-1	1	4	447	0	0	0	0	3	0	0	0	0	0	4	30	2	0	0	0	0	0	30	0
449	"악령 강화"	5	70	135	0	6	0	100	0	-1	1	4	448	0	0	0	0	3	0	0	0	0	0	4	30	2	0	0	0	0	0	30	0
450	"서든아이스 강화"	1	85	110	5	6	0	223	0	0	1	4	39	0	0	0	0	3	0	0	0	0	0	4	31	1	0	0	0	0	0	31	0
451	"서든아이스 강화"	2	90	120	6	6	0	223	0	0	1	4	450	0	0	0	0	3	0	0	0	0	0	4	31	1	0	0	0	0	0	31	0
452	"서든아이스 강화"	3	95	130	6	6	0	223	0	0	1	4	451	0	0	0	0	3	0	0	0	0	0	4	31	2	0	0	0	0	0	31	0
453	"서든아이스 강화"	4	100	140	7	6	0	223	0	0	1	4	452	0	0	0	0	3	0	0	0	0	0	4	31	2	0	0	0	0	0	31	0
454	"서든아이스 강화"	5	105	150	7	6	0	223	0	0	1	4	453	0	0	0	0	3	0	0	0	0	0	4	31	2	0	0	0	0	0	31	0
//흑기사																																	0
455	"회오리베기 강화"	1	2	10	10	2	0	0	0	5	0	4	41	0	0	0	0	0	3	0	0	0	0	2	32	1	0	0	0	0	0	32	0
456	"회오리베기 강화"	2	4	10	10	2	0	0	0	5	0	4	455	0	0	0	0	0	3	0	0	0	0	2	32	1	0	0	0	0	0	32	0
457	"회오리베기 강화"	3	6	10	10	2	0	0	0	5	0	4	456	0	0	0	0	0	3	0	0	0	0	2	32	1	0	0	0	0	0	32	0
458	"회오리베기 강화"	4	8	10	10	2	0	0	0	5	0	4	457	0	0	0	0	0	3	0	0	0	0	2	32	1	0	0	0	0	0	32	0
459	"회오리베기 강화"	5	10	10	10	3	0	0	0	5	0	4	458	0	0	0	0	0	3	0	0	0	0	2	32	2	0	0	0	0	0	32	0
460	"블로우 강화"	1	75	15	13	2	0	0	0	5	0	4	43	0	0	0	0	0	3	0	0	0	0	4	33	1	0	0	0	0	0	33	0
461	"블로우 강화"	2	80	15	14	2	0	0	0	5	0	4	460	0	0	0	0	0	3	0	0	0	0	4	33	1	0	0	0	0	0	33	0
462	"블로우 강화"	3	85	15	15	2	0	0	0	5	0	4	461	0	0	0	0	0	3	0	0	0	0	4	33	2	0	0	0	0	0	33	0
463	"블로우 강화"	4	90	15	16	2	0	0	0	5	0	4	462	0	0	0	0	0	3	0	0	0	0	4	33	2	0	0	0	0	0	33	0
464	"블로우 강화"	5	95	15	18	3	0	0	0	5	0	4	463	0	0	0	0	0	3	0	0	0	0	4	33	2	0	0	0	0	0	33	0
465	"분노의일격 강화"	1	65	25	22	3	0	0	0	4	0	4	42	0	0	0	0	0	3	0	0	0	0	4	34	1	0	0	0	0	0	34	0
466	"분노의일격 강화"	2	70	25	24	3	0	0	0	4	0	4	465	0	0	0	0	0	3	0	0	0	0	4	34	1	0	0	0	0	0	34	0
467	"분노의일격 강화"	3	75	25	26	3	0	0	0	4	0	4	466	0	0	0	0	0	3	0	0	0	0	4	34	2	0	0	0	0	0	34	0
468	"분노의일격 강화"	4	80	25	28	3	0	0	0	4	0	4	467	0	0	0	0	0	3	0	0	0	0	4	34	2	0	0	0	0	0	34	0
469	"분노의일격 강화"	5	85	25	30	4	0	0	0	4	0	4	468	0	0	0	0	0	3	0	0	0	0	4	34	2	0	0	0	0	0	34	0
470	"스웰라이프 강화"	1	2	22	26	0	0	0	0	-1	-1	4	48	0	0	0	0	0	3	0	0	0	0	2	35	1	0	0	0	0	0	35	1
471	"스웰라이프 강화"	2	4	22	28	0	0	0	0	-1	-1	4	470	0	0	0	0	0	3	0	0	0	0	2	35	1	0	0	0	0	0	35	1
472	"스웰라이프 강화"	3	6	22	31	0	0	0	0	-1	-1	4	471	0	0	0	0	0	3	0	0	0	0	2	35	1	0	0	0	0	0	35	1
473	"스웰라이프 강화"	4	8	22	33	0	0	0	0	-1	-1	4	472	0	0	0	0	0	3	0	0	0	0	2	35	1	0	0	0	0	0	35	1
474	"스웰라이프 강화"	5	10	22	36	0	0	0	0	-1	-1	4	473	0	0	0	0	0	3	0	0	0	0	2	35	2	0	0	0	0	0	35	1
//요정																																	0
475	"치료 강화"	1	10	22	0	6	0	100	0	-1	0	4	26	0	0	0	0	0	0	3	0	0	0	2	36	1	0	0	0	0	0	36	0
476	"치료 강화"	2	20	24	0	6	0	100	0	-1	0	4	475	0	0	0	0	0	0	3	0	0	0	2	36	1	0	0	0	0	0	36	0
477	"치료 강화"	3	30	26	0	6	0	100	0	-1	0	4	476	0	0	0	0	0	0	3	0	0	0	2	36	1	0	0	0	0	0	36	0
478	"치료 강화"	4	40	28	0	6	0	100	0	-1	0	4	477	0	0	0	0	0	0	3	0	0	0	2	36	1	0	0	0	0	0	36	0
479	"치료 강화"	5	50	30	0	6	0	100	0	-1	0	4	478	0	0	0	0	0	0	3	0	0	0	2	36	2	0	0	0	0	0	36	0
480	"방어력향상 강화"	1	76	33	0	6	0	100	0	-1	-1	4	27	0	0	0	0	0	0	3	0	0	0	4	37	1	0	0	0	0	0	37	1
481	"방어력향상 강화"	2	72	36	0	6	0	100	0	-1	-1	4	480	0	0	0	0	0	0	3	0	0	0	4	37	1	0	0	0	0	0	37	1
482	"방어력향상 강화"	3	68	39	0	6	0	100	0	-1	-1	4	481	0	0	0	0	0	0	3	0	0	0	4	37	2	0	0	0	0	0	37	1
483	"방어력향상 강화"	4	64	42	0	6	0	100	0	-1	-1	4	482	0	0	0	0	0	0	3	0	0	0	4	37	2	0	0	0	0	0	37	1
484	"방어력향상 강화"	5	60	45	0	6	0	100	0	-1	-1	4	483	0	0	0	0	0	0	3	0	0	0	4	37	2	0	0	0	0	0	37	1
485	"공격력향상 강화"	1	67	44	0	6	0	100	0	-1	-1	4	28	0	0	0	0	0	0	3	0	0	0	4	38	1	0	0	0	0	0	38	1
486	"공격력향상 강화"	2	62	48	0	6	0	100	0	-1	-1	4	485	0	0	0	0	0	0	3	0	0	0	4	38	1	0	0	0	0	0	38	1
487	"공격력향상 강화"	3	59	52	0	6	0	100	0	-1	-1	4	486	0	0	0	0	0	0	3	0	0	0	4	38	2	0	0	0	0	0	38	1
488	"공격력향상 강화"	4	56	56	0	6	0	100	0	-1	-1	4	487	0	0	0	0	0	0	3	0	0	0	4	38	2	0	0	0	0	0	38	1
489	"공격력향상 강화"	5	53	60	0	6	0	100	0	-1	-1	4	488	0	0	0	0	0	0	3	0	0	0	4	38	2	0	0	0	0	0	38	1
490	"다발 강화"	1	2	5	0	6	0	0	0	-1	0	4	24	0	0	0	0	0	0	3	0	0	0	2	39	1	0	0	0	0	0	39	0
491	"다발 강화"	2	4	5	0	6	0	0	0	-1	0	4	490	0	0	0	0	0	0	3	0	0	0	2	39	1	0	0	0	0	0	39	0
492	"다발 강화"	3	6	5	0	6	0	0	0	-1	0	4	491	0	0	0	0	0	0	3	0	0	0	2	39	1	0	0	0	0	0	39	0
493	"다발 강화"	4	8	5	0	6	0	0	0	-1	0	4	492	0	0	0	0	0	0	3	0	0	0	2	39	1	0	0	0	0	0	39	0
494	"다발 강화"	5	10	5	0	6	0	0	0	-1	0	4	493	0	0	0	0	0	0	3	0	0	0	2	39	2	0	0	0	0	0	39	0
//마검사																																	0
495	"회오리베기 강화"	1	2	10	11	2	0	0	0	5	0	4	41	0	0	0	0	0	0	0	3	0	0	2	40	1	0	0	0	0	0	40	0
496	"회오리베기 강화"	2	4	10	12	2	0	0	0	5	0	4	495	0	0	0	0	0	0	0	3	0	0	2	40	1	0	0	0	0	0	40	0
497	"회오리베기 강화"	3	6	10	13	2	0	0	0	5	0	4	496	0	0	0	0	0	0	0	3	0	0	2	40	1	0	0	0	0	0	40	0
498	"회오리베기 강화"	4	8	10	14	2	0	0	0	5	0	4	497	0	0	0	0	0	0	0	3	0	0	2	40	1	0	0	0	0	0	40	0
499	"회오리베기 강화"	5	10	10	15	3	0	0	0	5	0	4	498	0	0	0	0	0	0	0	3	0	0	2	40	2	0	0	0	0	0	40	0
500	"블러드어택 강화"	1	85	15	22	2	0	0	0	1	-1	4	55	0	0	0	0	0	0	0	3	0	0	4	41	1	0	0	0	0	0	41	2
501	"블러드어택 강화"	2	90	15	24	2	0	0	0	1	-1	4	500	0	0	0	0	0	0	0	3	0	0	4	41	1	0	0	0	0	0	41	2
502	"블러드어택 강화"	3	95	15	26	2	0	0	0	1	-1	4	501	0	0	0	0	0	0	0	3	0	0	4	41	2	0	0	0	0	0	41	2
503	"블러드어택 강화"	4	100	15	28	2	0	0	0	1	-1	4	502	0	0	0	0	0	0	0	3	0	0	4	41	2	0	0	0	0	0	41	2
504	"블러드어택 강화"	5	105	15	30	3	0	0	0	1	-1	4	503	0	0	0	0	0	0	0	3	0	0	4	41	2	0	0	0	0	0	41	2
505	"파워슬래쉬 강화"	1	5	15	0	5	0	100	0	-1	-1	4	56	0	0	0	0	0	0	0	3	0	0	4	42	1	0	0	0	0	0	42	0
506	"파워슬래쉬 강화"	2	10	15	0	5	0	100	0	-1	-1	4	505	0	0	0	0	0	0	0	3	0	0	4	42	1	0	0	0	0	0	42	0
507	"파워슬래쉬 강화"	3	15	15	0	5	0	100	0	-1	-1	4	506	0	0	0	0	0	0	0	3	0	0	4	42	2	0	0	0	0	0	42	0
508	"파워슬래쉬 강화"	4	20	15	0	5	0	100	0	-1	-1	4	507	0	0	0	0	0	0	0	3	0	0	4	42	2	0	0	0	0	0	42	0
509	"파워슬래쉬 강화"	5	25	15	0	6	0	100	0	-1	-1	4	508	0	0	0	0	0	0	0	3	0	0	4	42	2	0	0	0	0	0	42	0
510	"블래스트 강화"	1	80	165	0	3	0	150	0	2	1	4	13	0	0	0	0	0	0	0	3	0	0	2	43	1	0	0	0	0	0	43	0
511	"블래스트 강화"	2	90	180	0	3	0	150	0	2	1	4	510	0	0	0	0	0	0	0	3	0	0	2	43	1	0	0	0	0	0	43	0
512	"블래스트 강화"	3	100	195	0	3	0	150	0	2	1	4	511	0	0	0	0	0	0	0	3	0	0	2	43	1	0	0	0	0	0	43	0
513	"블래스트 강화"	4	110	210	0	3	0	150	0	2	1	4	512	0	0	0	0	0	0	0	3	0	0	2	43	1	0	0	0	0	0	43	0
514	"블래스트 강화"	5	120	225	0	4	0	150	0	2	1	4	513	0	0	0	0	0	0	0	3	0	0	2	43	2	0	0	0	0	0	43	0
//다크로드																																	0
515	"어스쉐이크 강화"	1	155	0	55	10	10000	0	0	2	0	4	62	0	0	0	0	0	0	0	0	3	3	2	44	1	0	0	0	0	0	44	0
516	"어스쉐이크 강화"	2	160	0	60	10	10000	0	0	2	0	4	515	0	0	0	0	0	0	0	0	3	3	2	44	1	0	0	0	0	0	44	0
517	"어스쉐이크 강화"	3	165	0	65	10	10000	0	0	2	0	4	516	0	0	0	0	0	0	0	0	3	3	2	44	1	0	0	0	0	0	44	0
518	"어스쉐이크 강화"	4	170	0	70	10	10000	0	0	2	0	4	517	0	0	0	0	0	0	0	0	3	3	2	44	1	0	0	0	0	0	44	0
519	"어스쉐이크 강화"	5	175	0	75	10	10000	0	0	2	0	4	518	0	0	0	0	0	0	0	0	3	3	2	44	2	0	0	0	0	0	44	0
520	"파이어버스트 강화"	1	105	25	0	6	0	20	0	-1	1	4	61	0	0	0	0	0	0	0	0	3	3	2	45	1	0	0	0	0	0	45	0
