//rIdx	Sub Index	Sub Group	Unk1	Group	Index	Name	Kind A	Kind B	Type	Two Hands	Drop Level	Slot	Skill Index	Width	Height	Damage Min	Damage Max	Successful Blocking	Defense	Attack Speed	Walk Speed	Durability	Magic Durability	Magic Power	Req Strength	Req Dexterity	Req Energy	Req Vitality	Req Command	Req Level	Item Value	Money	Set Attribute	Dark Wizard	Dark Knight	Fairy Elf	Magic Gladiator	Dark Lord	Summoner	Rage Fighter	Grow Lancer	Rune Wizard	Ice Resistance	Poison Resistance	Lightning Resistance	Fire Resistance	Earth Resistance	Wind Resistance	Water Resistance	Dump	Transaction	Personal Store	Store Warehouse	Sell to NPC	Unk2	Repair	Overlap	Unk3
709	114	18	0	9	114	"Soul Elf Pants (E)"	18	18	1	0	150	4	0	2	2	0	0	0	104	0	0	100	0	0	13	27	150	0	0	900	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
710	115	18	0	9	115	"Soul Magic Pants (E)"	18	18	1	0	150	4	0	2	2	0	0	0	177	0	0	100	0	0	33	30	153	0	0	900	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
711	116	18	0	9	116	"Runic Pad Pants"	3	18	1	0	7	4	0	2	2	0	0	0	5	0	0	28	0	0	30	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
712	117	18	0	9	117	"Runic Sphinx Pants"	3	18	1	0	33	4	0	2	2	0	0	0	15	0	0	36	0	0	40	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
713	118	18	0	9	118	"Runic Legendary Pants"	3	18	1	0	52	4	0	2	2	0	0	0	23	0	0	42	0	0	40	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
714	119	18	0	9	119	"Kenazu Pants"	3	18	1	0	85	4	0	2	2	0	0	0	40	0	0	67	0	0	37	15	25	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
715	120	18	0	9	120	"Runic Divine Pants"	3	18	2	0	113	4	0	2	2	0	0	0	56	0	0	86	0	0	40	13	118	0	0	380	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0
716	121	18	0	9	121	"Runic Light Lord Pants"	3	18	2	0	144	4	0	2	2	0	0	0	68	0	0	90	0	0	39	12	119	0	0	400	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
717	122	18	0	9	122	"Bloodangel Runic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	71	0	0	100	0	0	38	13	123	0	0	400	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
718	123	18	0	9	123	"Darkangel Runic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	83	0	0	100	0	0	38	13	123	0	0	600	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
719	124	18	0	9	124	"Runic Sphinx Pants"	3	18	4	0	34	4	0	2	2	0	0	0	19	0	0	255	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
720	125	18	0	9	125	"Runic Legendary Pants"	3	18	4	0	53	4	0	2	2	0	0	0	25	0	0	255	0	0	0	0	0	0	0	150	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
721	127	18	0	9	127	"Holyangel Runic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	127	0	0	100	0	0	38	13	123	0	0	800	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
722	128	18	0	9	128	"Soul Runic Pants"	18	18	1	0	150	4	0	2	2	0	0	0	174	0	0	100	0	0	38	13	123	0	0	900	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
723	129	18	0	9	129	"Blue Eye Runic Pants"	18	18	1	0	150	4	0	2	2	0	0	0	219	0	0	100	0	0	38	13	123	0	0	1000	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
724	129	18	0	9	129	"Blue Eye Runic Pants"	18	18	1	0	150	4	0	2	2	0	0	0	219	0	0	100	0	0	38	13	123	0	0	1000	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
725	114	18	0	9	138	"Darkangel Knight Pants"	15	18	1	0	150	4	0	2	2	0	0	0	100	0	0	100	0	0	157	45	0	0	0	600	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
726	115	18	0	9	139	"Darkangel Wizard Pants"	15	18	1	0	150	4	0	2	2	0	0	0	74	0	0	100	0	0	44	14	0	0	0	600	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
727	116	18	0	9	140	"Darkangel Elf Pants"	15	18	1	0	150	4	0	2	2	0	0	0	83	0	0	100	0	0	36	80	0	0	0	600	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
728	117	18	0	9	141	"Darkangel Summoner Pants"	15	18	1	0	150	4	0	2	2	0	0	0	72	0	0	100	0	0	36	12	0	0	0	600	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
729	118	18	0	9	142	"Darkangel Magic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	96	0	0	100	0	0	136	56	0	0	0	600	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
730	119	18	0	9	143	"Darkangel Lord Pants"	15	18	1	0	150	4	0	2	2	0	0	0	74	0	0	100	0	0	61	16	0	0	0	600	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
731	120	18	0	9	144	"Darkangel Fighter Pants"	15	18	1	0	150	4	0	2	2	0	0	0	81	0	0	100	0	0	76	0	0	0	0	600	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
732	121	18	0	9	145	"Darkangel Lancer Pants"	15	18	1	0	150	4	0	2	2	0	0	0	63	0	0	100	0	0	63	63	0	0	0	600	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
733	122	18	0	9	146	"Tigris Pants"	3	18	2	0	111	4	0	2	2	0	0	0	53	0	0	86	0	0	68	20	0	0	0	380	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0
734	123	18	0	9	147	"Crimson Skull Pants"	3	18	2	0	143	4	0	2	2	0	0	0	62	0	0	90	0	0	73	21	0	0	0	400	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
735	124	18	0	9	148	"Grace Pants"	3	18	2	0	111	4	0	2	2	0	0	0	41	0	0	86	0	0	62	44	0	0	0	380	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0
736	125	18	0	9	149	"Constant Pants"	3	18	2	0	143	4	0	2	2	0	0	0	46	0	0	90	0	0	69	48	0	0	0	400	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
737	18	0	0	9	150	"Holyangel Knight Pants"	15	18	1	0	150	4	0	2	2	0	0	0	150	0	0	100	0	0	157	45	0	0	0	800	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
738	18	0	0	9	151	"Holyangel Wizard Pants"	15	18	1	0	150	4	0	2	2	0	0	0	124	0	0	100	0	0	44	14	0	0	0	800	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
739	18	0	0	9	152	"Holyangel Elf Pants"	15	18	1	0	150	4	0	2	2	0	0	0	133	0	0	100	0	0	36	80	0	0	0	800	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
740	18	0	0	9	153	"Holyangel Summoner Pants"	15	18	1	0	150	4	0	2	2	0	0	0	122	0	0	100	0	0	36	12	0	0	0	800	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
741	18	0	0	9	154	"Holyangel Magic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	136	0	0	100	0	0	136	56	0	0	0	800	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
742	18	0	0	9	155	"Holyangel Lord Pants"	15	18	1	0	150	4	0	2	2	0	0	0	124	0	0	100	0	0	61	16	0	0	0	800	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
743	18	0	0	9	156	"Holyangel Fighter Pants"	15	18	1	0	150	4	0	2	2	0	0	0	131	0	0	100	0	0	76	0	0	0	0	800	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
744	18	0	0	9	157	"Holyangel Lancer Pants"	15	18	1	0	150	4	0	2	2	0	0	0	120	0	0	100	0	0	63	63	0	0	0	800	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
745	18	0	0	9	158	"Bloodangel Elf Pants"	15	18	1	0	150	4	0	2	2	0	0	0	31	0	0	100	0	0	13	27	150	0	0	400	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
746	18	0	0	9	159	"Darkangel Elf Pants"	15	18	1	0	150	4	0	2	2	0	0	0	44	0	0	100	0	0	13	27	150	0	0	600	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
747	18	0	0	9	160	"Holyangel Elf Pants"	15	18	1	0	150	4	0	2	2	0	0	0	63	0	0	100	0	0	13	27	150	0	0	800	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
748	18	0	0	9	161	"Bloodangel Magic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	57	0	0	100	0	0	33	30	153	0	0	400	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
749	18	0	0	9	162	"Darkangel Magic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	82	0	0	100	0	0	33	30	153	0	0	600	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
750	18	0	0	9	163	"Holyangel Magic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	132	0	0	100	0	0	33	30	153	0	0	800	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
751	164	18	0	9	164	"Blue Eye Knight Pants (S)"	18	18	1	0	150	4	0	2	2	0	0	0	240	0	0	100	0	0	157	45	0	0	0	1000	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
752	165	18	0	9	165	"Blue Eye Wizard Pants"	18	18	1	0	150	4	0	2	2	0	0	0	214	0	0	100	0	0	44	14	0	0	0	1000	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
753	166	18	0	9	166	"Blue Eye Elf Pants (A)"	18	18	1	0	150	4	0	2	2	0	0	0	225	0	0	100	0	0	36	80	0	0	0	1000	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
754	167	18	0	9	167	"Blue Eye Summoner Pants"	18	18	1	0	150	4	0	2	2	0	0	0	214	0	0	100	0	0	36	12	0	0	0	1000	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
755	168	18	0	9	168	"Blue Eye Magic Pants (S)"	18	18	1	0	150	4	0	2	2	0	0	0	226	0	0	100	0	0	136	56	0	0	0	1000	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
756	169	18	0	9	169	"Blue Eye Lord Pants"	18	18	1	0	150	4	0	2	2	0	0	0	214	0	0	100	0	0	61	16	0	0	0	1000	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
757	170	18	0	9	170	"Blue Eye Fighter Pants"	18	18	1	0	150	4	0	2	2	0	0	0	221	0	0	100	0	0	76	0	0	0	0	1000	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
758	171	18	0	9	171	"Blue Eye Lancer Pants"	18	18	1	0	150	4	0	2	2	0	0	0	209	0	0	100	0	0	63	63	0	0	0	1000	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
759	172	18	0	9	172	"Blue Eye Elf Pants (E)"	18	18	1	0	150	4	0	2	2	0	0	0	149	0	0	100	0	0	13	27	150	0	0	1000	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
760	173	18	0	9	173	"Blue Eye Magic Pants (E)"	18	18	1	0	150	4	0	2	2	0	0	0	222	0	0	100	0	0	33	30	153	0	0	1000	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
761	200	18	0	9	200	"Bloodangel Knight Pants (E)"	15	18	1	0	150	4	0	2	2	0	0	0	93	0	0	100	0	0	0	21	106	0	0	400	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
762	201	18	0	9	201	"Darkangel Knight Pants (E)"	15	18	1	0	150	4	0	2	2	0	0	0	118	0	0	100	0	0	0	21	106	0	0	600	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
763	202	18	0	9	202	"Holyangel Knight Pants (E)"	15	18	1	0	150	4	0	2	2	0	0	0	168	0	0	100	0	0	0	21	106	0	0	800	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
764	203	18	0	9	203	"Soul Knight Pants (E)"	18	18	1	0	150	4	0	2	2	0	0	0	213	0	0	100	0	0	0	21	106	0	0	900	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
765	204	18	0	9	204	"Blue Eye Knight Pants (E)"	18	18	1	0	150	4	0	2	2	0	0	0	258	0	0	100	0	0	0	21	106	0	0	1000	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
766	126	18	0	9	240	" Gru Hill Pants"	3	18	4	0	95	4	0	2	2	0	0	0	32	0	0	255	0	0	0	0	0	0	0	150	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
767	0	20	0	10	0	"Bronze Gloves"	3	19	1	0	13	5	0	2	2	0	0	0	4	4	0	34	0	0	80	20	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
768	1	20	0	10	1	"Dragon Gloves"	3	19	1	0	52	5	0	2	2	0	0	0	14	6	0	68	0	0	120	30	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
769	2	20	0	10	2	"Pad Gloves"	3	19	1	0	3	5	0	2	2	0	0	0	2	0	0	28	0	0	20	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
770	3	20	0	10	3	"Legendary Gloves"	3	19	1	0	44	5	0	2	2	0	0	0	11	0	0	42	0	0	20	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
771	4	20	0	10	4	"Bone Gloves"	3	19	1	0	14	5	0	2	2	0	0	0	5	0	0	30	0	0	20	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
772	5	20	0	10	5	"Leather Gloves"	3	19	1	0	4	5	0	2	2	0	0	0	2	8	0	30	0	0	80	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
773	6	20	0	10	6	"Scale Gloves"	3	19	1	0	22	5	0	2	2	0	0	0	7	10	0	40	0	0	110	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
774	7	20	0	10	7	"Sphinx Gloves"	3	19	1	0	28	5	0	2	2	0	0	0	8	0	0	36	0	0	20	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
775	8	20	0	10	8	"Brass Gloves"	3	19	1	0	32	5	0	2	2	0	0	0	9	8	0	44	0	0	100	30	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
776	9	20	0	10	9	"Plate Gloves"	3	19	1	0	42	5	0	2	2	0	0	0	12	4	0	50	0	0	130	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
777	10	20	0	10	10	"Vine Gloves"	3	19	1	0	4	5	0	2	2	0	0	0	2	4	0	22	0	0	30	60	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
778	11	20	0	10	11	"Silk Gloves"	3	19	1	0	14	5	0	2	2	0	0	0	4	8	0	26	0	0	30	70	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
779	12	20	0	10	12	"Wind Gloves"	3	19	1	0	26	5	0	2	2	0	0	0	6	10	0	32	0	0	30	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
780	13	20	0	10	13	"Spirit Gloves"	3	19	1	0	38	5	0	2	2	0	0	0	9	4	0	38	0	0	40	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
781	14	20	0	10	14	"Guardian Gloves"	3	19	1	0	50	5	0	2	2	0	0	0	15	6	0	45	0	0	40	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
782	15	20	0	10	15	"Storm Crow Gloves"	3	19	1	0	70	5	0	2	2	0	0	0	20	6	0	80	0	0	150	70	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
783	16	20	0	10	16	"Black Dragon Gloves"	3	19	1	0	76	5	0	2	2	0	0	0	22	6	0	74	0	0	170	60	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
784	17	20	0	10	17	"Dark Phoenix Gloves"	3	19	1	0	86	5	0	2	2	0	0	0	37	6	0	80	0	0	205	63	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
785	18	20	0	10	18	"Grand Soul Gloves"	3	19	1	0	70	5	0	2	2	0	0	0	20	5	0	67	0	0	49	10	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
786	19	20	0	10	19	"Holy Spirit Gloves"	3	19	1	0	72	5	0	2	2	0	0	0	29	6	0	74	0	0	50	110	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
787	20	20	0	10	20	"Thunder Hawk Gloves"	3	19	1	0	88	5	0	2	2	0	0	0	34	7	0	82	0	0	150	70	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
788	21	20	0	10	21	"Great Dragon Gloves"	3	19	1	0	94	5	0	2	2	0	0	0	48	6	0	86	0	0	200	58	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
789	22	20	0	10	22	"Dark Soul Gloves"	3	19	1	0	87	5	0	2	2	0	0	0	30	6	0	75	0	0	55	18	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
790	23	20	0	10	23	"Hurricane Gloves"	3	19	1	0	102	5	0	2	2	0	0	0	45	7	0	90	0	0	162	66	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
791	24	20	0	10	24	"Red Spirit Gloves"	3	19	1	0	84	5	0	2	2	0	0	0	38	6	0	80	0	0	52	115	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
792	25	20	0	10	25	"Light Plate Gloves"	3	19	1	0	42	5	0	2	2	0	0	0	12	7	0	42	0	0	70	20	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
793	26	20	0	10	26	"Adamantine Gloves"	3	19	1	0	57	5	0	2	2	0	0	0	18	6	0	56	0	0	77	21	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
794	27	20	0	10	27	"Dark Steel Gloves"	3	19	1	0	75	5	0	2	2	0	0	0	21	5	0	70	0	0	84	22	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
795	28	20	0	10	28	"Dark Master Gloves"	3	19	1	0	89	5	0	2	2	0	0	0	29	4	0	78	0	0	80	21	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
796	29	20	0	10	29	"Dragon Knight Gloves"	3	19	3	0	114	5	0	2	2	0	0	0	60	7	0	90	0	0	170	60	0	0	0	380	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
797	30	20	0	10	30	"Venom Mist Gloves"	3	19	3	0	111	5	0	2	2	0	0	0	44	7	0	86	0	0	44	15	0	0	0	380	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
798	31	20	0	10	31	"Sylphid Ray Gloves"	3	19	3	0	111	5	0	2	2	0	0	0	50	7	0	86	0	0	38	80	0	0	0	380	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
799	32	20	0	10	32	"Volcano Gloves"	3	19	3	0	127	5	0	2	2	0	0	0	55	7	0	95	0	0	145	60	0	0	0	380	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
800	33	20	0	10	33	"Sunlight Gloves"	3	19	3	0	110	5	0	2	2	0	0	0	40	5	0	82	0	0	62	16	0	0	0	380	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
801	34	20	0	10	34	"Ashcrow Gloves"	3	19	1	0	61	5	0	2	2	0	0	0	18	6	0	72	0	0	160	50	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
802	35	20	0	10	35	"Eclipse Gloves"	3	19	1	0	61	5	0	2	2	0	0	0	15	6	0	54	0	0	53	12	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
803	36	20	0	10	36	"Iris Gloves"	3	19	1	0	61	5	0	2	2	0	0	0	22	6	0	59	0	0	50	70	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
804	37	20	0	10	37	"Valiant Gloves"	3	19	1	0	91	5	0	2	2	0	0	0	27	7	0	81	0	0	155	50	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
805	38	20	0	10	38	"Glorious Gloves"	3	19	1	0	91	5	0	2	2	0	0	0	25	5	0	74	0	0	80	21	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
806	39	20	0	10	39	"Violent Wind Gloves"	3	19	1	0	24	5	0	2	2	0	0	0	9	6	0	36	0	0	22	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
807	40	20	0	10	40	"Red Wing Gloves"	3	19	1	0	44	5	0	2	2	0	0	0	13	8	0	42	0	0	18	4	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
808	41	20	0	10	41	"Ancient Gloves"	3	19	1	0	61	5	0	2	2	0	0	0	19	7	0	54	0	0	52	16	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
809	42	20	0	10	42	"Demonic Gloves"	3	19	1	0	70	5	0	2	2	0	0	0	26	6	0	67	0	0	50	10	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
810	43	20	0	10	43	"Storm Blitz Gloves"	3	19	3	0	87	5	0	2	2	0	0	0	34	6	0	75	0	0	56	20	0	0	0	380	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
811	44	20	0	10	44	"Eternal Wing Gloves"	3	19	2	0	102	5	0	2	2	0	0	0	29	0	0	86	0	0	62	20	170	0	0	380	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
812	45	20	0	10	45	"Titan  Gloves"	3	19	2	0	100	5	0	2	2	0	0	0	56	7	0	86	0	0	222	32	0	0	0	380	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
813	46	20	0	10	46	"Brave Gloves"	3	19	2	0	97	5	0	2	2	0	0	0	42	7	0	86	0	0	74	162	0	0	0	380	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
