//Index	Name
0
211	"Evolution Stone"
212	"Luki"
213	"Luki (Evolved)"
214	"Tony"
215	"Tony (Evolved)"
216	"Nymph"
217	"Nymph (Evolved)"
218	"Safi"
219	"Safi (Evolved)"
220	"Lucky Bag Egg"
221	"Fire Flame Ghost Egg"
222	"Golden Goblin Egg"
223	"William"
224	"William (Evolved)"
225	"Paul"
226	"Paul (Evolved)"
227	"Chiron"
228	"Chiron (Evolved)"
229	"Wooparoo"
230	"Wooparoo (Evolved)"
231	"Tibetton"
232	"Tibetton (Evolved)"
233	"Witch"
234	"Witch (evolved)"
235	"Skull"
236	"Skull (evolved)"
237	"Pumpy"
238	"Pumpy (evolved)"
239	"Muun Energy Converter"
240	"Wizardry Stone"
241	"Savath"
242	"Savath (Evolved)"
243	"Lycan"
244	"Lycan (Evolved)"
245	"Torby"
246	"Torby (Evolved)"
252	"Seiren"
253	"Seiren (Evolved)"
254	"Behemoth"
255	"Behemoth (Evolved)"
256	"Loggle"
257	"Loggle (Evolved)"
258	"Mino"
259	"Mino (Evolved)"
260	"Hound"
261	"Hound (Evolved)"
262	"Trive"
263	"Trive (Evolved)"
264	"Vogan"
265	"Vogan (Evolved)"
266	"Cyclop"
267	"Cyclop (Evolved)"
268	"Dark Transformation Ring"
270	"Bonf"
271	"Bonf (Evolved)"
272	"Hawk"
273	"Hawk (Evolved)"
274	"Muty"
275	"Muty (Evolved)"
276	"Conqueror's Badge"
277	"Badge of Hardships"
278	"Mantis"
279	"Mantis (Evolved)"
280	"Scolpy"
281	"Scolpy (Evolved)"
282	"Chafer"
283	"Chafer (Evolved)"
290	"Cosplay Girl"
291	"Cosplay Girl (Evolved)"
292	"Cheer Girl"
293	"Cheer Girl (Evolved)"
294	"Sporty Girl"
295	"Sporty Girl (Evolved)"
296	"Baal"
297	"Baal (Evolved)"
298	"Gaap"
299	"Gaap (Evolved)"
300	"Taaf"
301	"Taaf (Evolved)"
302	"Frozen"
303	"Frozen(Evolved)"
304	"Loor"
305	"Loor(Evolved)"
306	"Purssil"
307	"Purssil(Evolved)"
308	"Lucky Rabbit"
309	"Lucky Rabbit (Evolved)"
310	"Songpyeon Rabbit"
311	"Songpyeon Rabbit (Evolved)"
312	"Mortar Rabbit"
313	"Mortar Rabbit (Evolved)"
314	"Tarius"
315	"Tarius (Evolved)"
316	"Rainer"
317	"Rainer (Evolved)"
318	"Alkamo"
319	"Alkamo (Evolved)"
320	"Glacuse"
321	"Glacuse (Evolved)"
322	"Kenturion"
323	"Kenturion (Evolved)"
324	"Rocka"
325	"Rocka (Evolved)"
326	"Repen"
327	"Repen (Evolved)"
328	"Pawn"
329	"Pawn (Evolved)"
330	"Grippus"
331	"Grippus (Evolved)"
332	"Polar Bear"
333	"Polar Bear (Evolved)"
334	"Present"
335	"Present (Evolved)"
336	"Rockinghorse"
337	"Rockinghorse (Evolved)"
338	"Aries"
339	"Aries (Evolved)"
340	"Lester"
341	"Lester (Evolved)"
342	"Merino"
343	"Merino (Evolved)"
344	"Splinter"
345	"Splinter(Evolved)"
346	"Mutation"
347	"Mutation(Evolved)"
348	"Pider"
349	"Pider(Evolved)"
350	"Muun Egg"
351	"Bloodangel Armor of Sealed Fury"
352	"Bloodangel Helm of Sealed Fury"
353	"Bloodangel Pants of Sealed Fury"
354	"Bloodangel Boots of Sealed Fury"
359	"Bloodangel Armor of Sealed Transcendence"
360	"Bloodangel Helm of Sealed Transcendence"
361	"Bloodangel Pants of Sealed Transcendence"
362	"Bloodangel Gloves of Sealed Transcendence"
363	"Bloodangel Armor of Sealed Flurry"
364	"Bloodangel Helm of Sealed Flurry"
365	"Bloodangel Pants of Sealed Flurry"
366	"Bloodangel Gloves of Sealed Flurry"
371	"Bloodangel Armor of Sealed Extremity"
372	"Bloodangel Boots of Sealed Extremity"
373	"Bloodangel Pants of Sealed Extremity"
374	"Bloodangel Gloves of Sealed Extremity"
379	"Bloodangel Armor of Sealed Conquest"
380	"Bloodangel Helm of Sealed Conquest"
381	"Bloodangel Pants of Sealed Conquest"
382	"Bloodangel Gloves of Sealed Conquest"
387	"Bloodangel Armor of Sealed Honor"
388	"Bloodangel Helm of Sealed Honor"
389	"Bloodangel Pants of Sealed Honor"
390	"Bloodangel Gloves of Sealed Honor"
391	"Bloodangel Armor of Sealed Destruction"
392	"Bloodangel Helm of Sealed Destruction"
393	"Bloodangel Pants of Sealed Destruction"
394	"Bloodangel Boots of Sealed Destruction"
399	"Bloodangel Armor of Sealed Tenacity"
400	"Bloodangel Helm of Sealed Tenacity"
401	"Bloodangel Pants of Sealed Tenacity"
402	"Bloodangel Gloves of Sealed Tenacity"
407	"Ancient Hero's Soul"
409	"Heywood"
410	"Heywood(Evolved)"
411	"Branch"
412	"Branch(Evolved)"
413	"Hook"
414	"Hook(Evolved)"
415	"Carnifle"
416	"Carnifle(Evolved)"
417	"Mandora"
418	"Mandora(Evolved)"
419	"Treat"
420	"Treat(Evolved)"
421	"Rose Spirit"
422	"Rose Spirit(Evolved)"
423	"Canola Spirit"
424	"Canola Spirit(Evolved)"
425	"Cherry Blossom Spirit"
426	"Cherry Blossom Spirit Evolve"
427	"Gigantes"
428	"Gigantes(Evolved)"
429	"Mammoth"
430	"Mammoth(Evolved)"
431	"Walker"
432	"Walker(Evolved)"
433	"hyesung"
434	"hyesung"
435	"hyesung"
436	"hyesung"
437	"hyesung"
438	"hyesung"
end

14
0	"Apple"
1	"Small Healing Potion"
2	"Healing Potion"
3	"Large Healing Potion"
4	"Small Mana Potion"
5	"Mana Potion"
6	"Large Mana Potion"
7	"Siege Potion"
8	"Antidote"
9	"Ale"
10	"Town Portal Scroll"
11	"Box of Luck"
12	"Heart"
13	"Jewel of Bless"
14	"Jewel of Soul"
15	"Zen"
16	"Jewel of Life"
17	"Devil's Eye"
18	"Devil's Key"
19	"Devil's Invitation"
20	"Remedy of Love"
21	"Rena"
22	"Jewel of Creation"
23	"Scroll of the Emperor"
24	"Broken Sword"
25	"Tear of Elf"
26	"Soul Shard of Wizard"
28	"Lost Map"
29	"Symbol of Kundun"
31	"Jewel of Guardian"
32	"Pink Chocolate Box"
33	"Red Chocolate Box"
34	"Blue Chocolate Box"
35	"Small SD Potion"
36	"SD Potion"
37	"Large SD Potion"
38	"Small Complex Potion"
39	"Complex Potion"
40	"Large Complex Potion"
41	"Gemstone"
42	"Jewel of Harmony"
43	"Lower refining stone"
44	"Higher refining stone"
45	"Pumpkin of Luck"
46	"Jack O'Lantern Blessings"
47	"Jack O'Lantern Wrath"
48	"Jack O'Lantern Cry"
49	"Jack O'Lantern Food"
50	"Jack O'Lantern Drink"
51	"Chistmas Star"
52	"GM Gift"
53	"Talisman of Luck"
54	"Chaos Card"
55	"Green Chaos Box"
56	"Red Chaos Box"
57	"Purple Chaos Box"
58	"Rare Item Ticket1"
59	"Rare Item Ticket2"
60	"Rare Item Ticket3"
61	"Rare Item Ticket4"
62	"Rare Item Ticket5"
63	"Firecracker"
64	"Cursed Castle Water"
65	"Death-beam Knight Flame"
66	"Hell-Miner Horn"
67	"Dark Phoenix Feather"
68	"Abyssal Eye"
70	"Elite Healing Potion"
71	"Elite Mana Potion"
72	"Scroll of Quickness"
73	"Scroll of Defense"
74	"Scroll of Wrath"
75	"Scroll of Wizardry"
76	"Scroll of Health"
77	"Scroll of Mana"
78	"Elixir of Strength"
79	"Elixir of Agility"
80	"Elixir of Health"
81	"Elixir of Energy"
82	"Elixir of Control"
83	"Rare Item Ticket 6"
84	"Cherry Blossom Play-Box"
85	"Cherry Blossom Wine"
86	"Cherry Blossom Rice Cake"
87	"Cherry Blossom Flower Petal"
88	"White Cherry Blossom Branch"
89	"Red Cherry Blossom Branch"
90	"Golden Cherry Blossom Branch"
91	"Summoner Character Card"
92	"Chaos Card Gold"
93	"Chaos Card Rare"
94	"Medium Elite Healing Potion"
95	"Chaos Card  Mini"
96	"Talisman of Chaos Assembly"
97	"Scroll of Battle"
98	"Scroll of Strength"
99	"Christmas Firecracker"
100	"Lucky Coin"
101	"Suspicious Scrap of Paper"
102	"Gaion's Order"
103	"First Secromicon Fragment"
104	"Second Secromicon Fragment"
105	"Third Secromicon Fragment"
106	"Fourth Secromicon Fragment"
107	"Fifth Secromicon Fragment"
108	"Sixth Secromicon Fragment"
109	"Complete Secromicon"
110	"Sign of Dimensions"
111	"Mirror of Dimensions"
112	"Silver Key"
113	"Gold Key"
114	"Master Skill Reset"
115	"Stat Adjustment"
116	"Character Relocation Service"
117	"Character Rename Service"
118	"Server Relocation Service"
119	"Premium Package"
120	"Goblin Gold Coin"
121	"Sealed Golden Box"
122	"Sealed Silver Box"
123	"Golden Box"
124	"Silver Box"
125	"Package Box"
126	"30-Day Pass"
127	"90-Day Pass"
128	"30-Day Pass - Points"
129	"90-Day Pass - Points"
130	"3-Hour Pass"
131	"5-Hour Pass"
132	"10-Hour Pass"
133	"Elite SD Potion"
134	"Package Box A"
135	"Package Box B"
136	"Package Box C"
137	"Package Box D"
138	"Package Box E"
139	"Package Box F"
140	"Scroll of Healing"
141	"Shining Jewellery Case"
142	"Elegant Jewellery Case"
143	"Steel Jewellery Case"
144	"Old Jewellery Case"
145	"Rare Item Ticket 7"
146	"Rare Item Ticket 8"
147	"Rare Item Ticket 9"
148	"Rare Item Ticket 10"
149	"Rare Item Ticket 11"
150	"Rare Item Ticket 12"
151	"Lv. 1 Letter of Request"
152	"Lv. 1 Completion Certificate"
153	"Stardust"
154	"Kalt Stone"
155	"Tantalos's Armor"
156	"Burnt Murderer's Club"
157	"Green Box"
158	"Red Box"
159	"Purple Box"
160	"Jewel of Extension"
161	"Jewel of Elevation"
162	"Magic Backpack"
163	"Vault Expansion Certificate"
164	"Ancient Statue"
165	"Magic Cloth"
166	"Space Cloth"
167	"Phase Cloth"
168	"Dimension Cloth"
169	"RageFighter Character Card"
170	"Lv. 2 letter of Request"
171	"Lv. 2 Completion Certificate"
176	"Death King's Bone"
177	"Hell Maine's Leather"
178	"Dark Phoenix Flame"
179	"Death Beam Knight Soul"
180	"Ice Walker's Mane"
181	"Mammoth's Bundle of Fur"
182	"Giant's Icicle"
183	"Coolutin's Poison"
184	"Iron Knight's Heart"
185	"Dark Mammoth's Horn"
186	"Dark Giant's Axe"
187	"Dark Coolutin's Blood"
188	"Dark Iron Knight's Sword"
189	"Elemental Talisman of Luck"
190	"Elemental Talisman of Chaos"
191	"Sonic Combination Note"
192	"Cyclone Combination Note"
193	"Blast Combination Note"
194	"Magma Combination Note"
195	"Horn Combination Note"
196	"Angelic Combination Note"
197	"Devil Cross Combination Note"
198	"Miracle Combination Note"
199	"Spite Combination Note"
200	"Asura Combination Note"
201	"Thunder Combination Note"
202	"Soul Combination Note"
206	"Lackluster Box"
207	"Luxurious Box"
208	"Exciting Box"
209	"Tradeable Seal"
210	"Summon Scroll (Lv1)"
211	"Summon Scroll (Lv2)"
212	"Summon Scroll (Lv3)"
213	"Summon Scroll (Lv4)"
215	"Card Piece"
216	"Card Deck"
217	"Titan's Anger"
218	"Tantalose's Punishment"
219	"Erohim's Nightmare"
220	"Hell Maine's Insanity"
221	"Kundun's Greed"
222	"Unique Accessory Box"
223	"Cursed Castle Water"
224	"Bless of Light (Greater)"
225	"Scroll Master of Defense"
226	"Scroll Master of Wizardry"
227	"Scroll Master of Health"
228	"Scroll Master of Mana"
229	"Scroll Master of Wrath"
230	"Scroll Master of Recovery"
231	"Scroll Master of Battle"
232	"Scroll Master of Strenghener"
233	"Unique Weapon Box"
234	"Monster Summoning Scroll"
235	"Scroll of Swiftness Master"
236	"Reward Jar"
237	"Reward Jar"
238	"Reward Jar"
239	"Reward Jar"
240	"Reward Jar"
241	"Valuable Reward Jar"
242	"Golden Apple"
243	"Golden Apple(2)"
244	"Evomon Summoning Scroll"
245	"Tetra Crystal (Greater)"
246	"Tetra Crystal (Standard)"
247	"Tetra Crystal (Minor)"
248	"Minor Evomon Box"
249	"Standard Evomon Box"
250	"Greater Evomon Box"
251	"Luxurious Evomon Box"
252	"Magnificent Evomon Box"
253	"Legendary Evomon Box"
254	"Gift of Henchmen"
256	"Gift of Knights"
257	"Gift of High Knights"
258	"Minor Devil's Box"
259	"Devil's Box"
260	"High Devil's Box"
261	"Guardsman's Box"
262	"Guardman Captain's Box"
263	"Bless of Light (Low Grade)"
264	"Bless of Light (Middle Grade)"
265	"Goblin Treasure Box (Green)"
266	"Goblin Treasure Box (Blue)"
267	"Goblin Treasure Box (Red)"
268	"Goblin Treasure Box (Yellow)"
269	"Normal EXP Potion (1)"
270	"Normal EXP Potion (2)"
271	"Normal EXP Potion (3)"
272	"Normal EXP Potion (4)"
273	"Master EXP Potion (1)"
274	"Master EXP Potion (2)"
275	"Master EXP Potion (3)"
276	"Master EXP Potion (4)"
277	"Special Card"
278	"Piece of Summoning Scroll"
279	"Master EXP Potion (5)"
280	"Master EXP Potion (6)"
281	"Grow Lancer Character Card"
282	"Mastery Box(Minor)"
283	"Mastery Box(Standard)"
284	"Mastery Box(Greater)"
285	"Ruud"
286	"Pentagram Box"
287	"Mastery Reward Chest(2000)"
288	"Mastery Reward Chest(1000)"
289	"Mastery Reward Chest(500)"
290	"Elemental Powder"
293	"Elemental Capsule(Normal)"
296	"Capsule(Fire)"
309	"Fragment of Radiance slot (1)"
310	"Fragment of Radiance slot (2)"
311	"Fragment of Radiance slot (3)"
312	"Fragment of Radiance slot (4)"
316	"Expansion Scroll of Radiance slot"
320	"Blessing of Spirit"
336	"Mastery Reward Chest(100)"
337	"Capsule(Earth)"
338	"Capsule(Water)"
339	"Capsule(Wind)"
340	"Capsule(Darkness)"
end

15
0	"Scroll of Poison"
1	"Scroll of Meteorite"
2	"Scroll of Lighting"
3	"Scroll of Fire Ball"
4	"Scroll of Flame"
5	"Scroll of Teleport"
6	"Scroll of Ice"
7	"Scroll of Twister"
8	"Scroll of Evil Spirit"
9	"Scroll of Hellfire"
10	"Scroll of Power Wave"
11	"Scroll of Aqua Beam"
12	"Scroll of Cometfall"
13	"Scroll of Inferno"
14	"Scroll of Teleport Ally"
15	"Scroll of Soul Barrier"
16	"Scroll of Decay"
17	"Scroll of Ice Storm"
18	"Scroll of Nova"
19	"Chain Lightning Parchment"
20	"Drain Life Parchment"
21	"Lightning Shock Parchment"
22	"Damage Reflection Parchment"
23	"Berserker Parchment"
24	"Sleep Parchment"
26	"Weakness Parchment"
27	"Innovation Parchment"
28	"Scroll of Wizardry Enhance"
29	"Scroll of Gigantic Storm"
30	"Chain Drive Parchment"
31	"Dark Side Parchment"
32	"Dragon Roar Parchment"
33	"Dragon Slasher Parchment"
34	"Ignore Defense Parchment"
35	"Increase Health Parchment"
36	"Increase Block Parchment"
end
