//rIdx	Sub Index	Sub Group	Unk1	Group	Index	Name	Kind A	Kind B	Type	Two Hands	Drop Level	Slot	Skill Index	Width	Height	Damage Min	Damage Max	Successful Blocking	Defense	Attack Speed	Walk Speed	Durability	Magic Durability	Magic Power	Req Strength	Req Dexterity	Req Energy	Req Vitality	Req Command	Req Level	Item Value	Money	Set Attribute	Dark Wizard	Dark Knight	Fairy Elf	Magic Gladiator	Dark Lord	Summoner	Rage Fighter	Grow Lancer	Rune Wizard	Ice Resistance	Poison Resistance	Lightning Resistance	Fire Resistance	Earth Resistance	Wind Resistance	Water Resistance	Dump	Transaction	Personal Store	Store Warehouse	Sell to NPC	Unk2	Repair	Overlap	Unk3
//135	20	8	0	4	20	"Arrow Viper Bow"	1	8	1	1	135	1	24	1	4	166	190	0	0	45	0	86	0	0	52	245	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//136	21	8	0	4	21	"Sylph Wind Bow"	1	8	3	1	147	1	24	1	4	177	200	0	0	45	0	93	0	0	46	210	0	0	0	380	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//137	22	8	0	4	22	"Albatross Bow"	1	8	1	1	110	1	24	1	4	155	177	0	0	45	0	70	0	0	60	265	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//138	23	8	0	4	23	"Dark Stinger"	1	8	2	1	134	1	24	1	4	162	184	0	0	45	0	80	0	0	32	209	0	0	0	380	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//139	24	8	0	4	24	"Aileen Bow"	1	8	1	1	147	1	24	1	4	170	194	0	0	45	0	88	0	0	49	226	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//140	25	8	0	4	25	"Angelic Bow"	1	8	2	1	149	1	24	1	4	179	202	0	0	45	0	70	0	0	30	193	0	0	0	400	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
//141	26	8	0	4	26	"Devil Crossbow"	1	9	2	1	149	0	24	1	3	167	218	0	0	40	0	90	0	0	30	193	0	0	0	400	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
//
152	0	10	0	5	0	"Skull Staff"	1	12	1	0	6	0	0	1	3	3	4	0	0	20	0	0	20	6	40	0	0	0	0	0	0	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
153	1	10	0	5	1	"Angelic Staff"	1	12	1	1	18	0	0	2	3	10	12	0	0	25	0	0	38	20	50	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
154	2	10	0	5	2	"Serpent Staff"	1	12	1	1	30	0	0	2	3	17	18	0	0	25	0	0	50	34	50	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
155	3	10	0	5	3	"Thunder Staff"	1	12	1	1	42	0	0	2	4	23	25	0	0	25	0	0	60	46	40	10	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
156	4	10	0	5	4	"Gorgon Staff"	1	12	1	1	52	0	0	2	4	29	32	0	0	25	0	0	65	58	50	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
157	5	10	0	5	5	"Legendary Staff"	1	12	1	0	59	0	0	1	4	29	31	0	0	25	0	0	66	59	50	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
158	6	10	0	5	6	"Staff of Resurrection"	1	12	1	0	70	0	0	1	4	35	39	0	0	25	0	0	70	70	60	10	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
159	7	10	0	5	7	"Chaos Lighting Staff"	1	12	7	1	75	0	0	2	4	47	48	0	0	30	0	0	70	94	60	10	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
160	8	10	0	5	8	"Staff of Destruction"	1	12	1	1	90	0	0	2	4	50	54	0	0	30	0	0	85	101	60	10	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//161	9	10	0	5	9	"Dragon Soul Staff"	1	12	1	0	100	0	0	1	4	46	48	0	0	30	0	0	91	92	52	16	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//162	10	10	0	5	10	"Divine Staff of Archangel"	1	12	6	0	104	0	0	1	4	153	165	0	0	30	0	0	182	156	36	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
//163	11	10	0	5	11	"Staff of Kundun"	1	12	1	0	140	0	0	1	4	55	61	0	0	30	0	0	95	110	45	16	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//164	12	10	0	5	12	"Grand Viper Staff"	1	12	3	0	147	0	0	1	4	66	74	0	0	30	0	0	100	130	39	13	0	0	0	380	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//165	13	10	0	5	13	"Platina Staff"	1	12	1	0	110	0	0	1	4	51	53	0	0	30	0	0	78	120	50	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//166	14	10	0	5	14	"Mystery Stick"	1	13	1	0	28	0	0	1	4	17	18	0	0	25	0	0	50	34	34	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//167	15	10	0	5	15	"Violent Wind Stick"	1	13	1	0	42	0	0	1	4	23	25	0	0	25	0	0	60	46	33	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//168	16	10	0	5	16	"Red Wing Stick"	1	13	1	0	59	0	0	1	4	29	31	0	0	25	0	0	65	59	36	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//169	17	10	0	5	17	"Ancient Stick"	1	13	1	0	78	0	0	1	4	38	40	0	0	25	0	0	81	76	50	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//170	18	10	0	5	18	"Demonic Stick"	1	13	1	0	100	0	0	1	4	46	48	0	0	30	0	0	91	92	54	15	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//171	19	10	0	5	19	"Storm Blitz Stick"	1	13	3	0	110	0	0	1	4	51	53	0	0	30	0	0	95	110	64	15	0	0	0	380	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//172	20	10	0	5	20	"Eternal Wing Stick"	1	13	2	0	147	0	0	1	4	66	74	0	0	30	0	0	100	106	57	13	0	0	0	380	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//173	21	10	0	5	21	"Book of Shamut"	1	14	1	0	52	1	0	1	2	0	0	0	0	25	0	0	60	46	0	20	135	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//174	22	10	0	5	22	"Book of Neil"	1	14	1	0	59	1	0	1	2	0	0	0	0	25	0	0	65	59	0	25	168	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//175	23	10	0	5	23	"Book of Lagle"	1	14	1	0	65	1	0	1	2	0	0	0	0	25	0	0	50	72	0	30	201	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//176	24	10	0	5	30	"Deadly Staff"	1	12	2	0	138	0	0	1	4	57	59	0	0	30	0	0	91	126	47	18	0	0	0	380	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//177	25	10	0	5	31	"Inberial Staff"	1	12	2	0	137	0	0	1	4	57	61	0	0	30	0	0	182	124	48	14	0	0	0	380	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//178	26	10	0	5	32	"Summon Spirit Stick"	1	13	2	0	149	0	0	1	4	59	61	0	0	30	0	0	130	110	56	14	0	0	0	400	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
//179	27	10	0	5	33	"Chrome Staff"	1	12	1	0	147	0	0	1	4	55	57	0	0	30	0	0	78	124	50	12	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//180	28	10	0	5	34	"Raven Stick"	1	13	1	0	147	0	0	1	4	70	78	0	0	30	0	0	98	130	50	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//181	29	10	0	5	35	"Miracle Staff"	1	12	2	0	149	0	0	1	4	67	69	0	0	30	0	0	80	130	46	13	0	0	0	400	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
//182	30	10	0	5	36	"Divine Stick of the Archangel"	1	13	6	0	104	0	0	1	4	153	165	0	0	30	0	0	182	146	55	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
//183	31	10	0	5	37	"Spite Staff"	1	12	2	1	149	0	0	2	4	69	71	0	0	25	0	0	110	136	48	11	0	0	0	400	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
//
195	0	12	0	6	0	"Small Shield"	3	15	1	0	3	1	0	2	2	0	0	3	1	0	0	22	0	0	70	0	0	0	0	0	0	0	4	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
196	1	12	0	6	1	"Horn Shield"	3	15	1	0	9	1	0	2	2	0	0	9	3	0	0	28	0	0	100	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
197	2	12	0	6	2	"Kite Shield"	3	15	1	0	12	1	0	2	2	0	0	12	4	0	0	32	0	0	110	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
198	3	12	0	6	3	"Elven Shield"	3	15	1	0	21	1	0	2	2	0	0	21	8	0	0	36	0	0	30	100	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
199	4	12	0	6	4	"Buckler"	3	15	1	0	6	1	18	2	2	0	0	6	2	0	0	24	0	0	80	0	0	0	0	0	0	0	4	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
200	5	12	0	6	5	"Dragon Slayer Shield"	3	15	1	0	35	1	18	2	2	0	0	36	10	0	0	44	0	0	100	40	0	0	0	0	0	0	4	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
201	6	12	0	6	6	"Skull Shield"	3	15	1	0	15	1	18	2	2	0	0	15	5	0	0	34	0	0	110	0	0	0	0	0	0	0	4	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
202	7	12	0	6	7	"Spiked Shield"	3	15	1	0	30	1	18	2	2	0	0	30	9	0	0	40	0	0	130	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
203	8	12	0	6	8	"Tower Shield"	3	15	1	0	40	1	18	2	2	0	0	40	11	0	0	46	0	0	130	0	0	0	0	0	0	0	4	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
204	9	12	0	6	9	"Plate Shield"	3	15	1	0	25	1	18	2	2	0	0	25	8	0	0	38	0	0	120	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
205	10	12	0	6	10	"Large Round Shield"	3	15	1	0	18	1	18	2	2	0	0	18	6	0	0	35	0	0	120	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
206	11	12	0	6	11	"Serpent Shield"	3	15	1	0	45	1	18	2	2	0	0	45	12	0	0	48	0	0	130	0	0	0	0	0	0	0	4	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
207	12	12	0	6	12	"Bronze Shield"	3	15	1	0	54	1	18	2	2	0	0	54	13	0	0	52	0	0	140	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
208	13	12	0	6	13	"Dragon Shield"	3	15	1	0	60	1	18	2	2	0	0	60	14	0	0	60	0	0	120	40	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
209	14	12	0	6	14	"Legendary Shield"	3	15	1	0	48	1	0	2	3	0	0	48	7	0	0	50	0	0	90	25	0	0	0	0	0	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//210	15	12	0	6	15	"Grand Soul Shield"	3	15	1	0	74	1	0	2	3	0	0	55	12	0	0	55	0	0	70	23	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//211	16	12	0	6	16	"Elemental Shield"	3	15	1	0	66	1	0	2	2	0	0	28	11	0	0	51	0	0	30	60	30	0	0	0	0	0	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//212	17	12	0	6	17	"Crimson Glory"	3	15	2	0	104	1	18	2	2	0	0	90	19	0	0	51	0	0	95	48	0	0	0	380	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//213	18	12	0	6	18	"Salamander Shield"	3	15	2	0	102	1	18	2	2	0	0	96	20	0	0	51	0	0	80	61	0	0	0	380	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//214	19	12	0	6	19	"Frost Barrier"	3	15	2	0	99	1	0	2	2	0	0	58	14	0	0	51	0	0	26	53	26	0	0	380	0	0	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//215	20	12	0	6	20	"Guardian Shield"	3	15	2	0	106	1	0	2	2	0	0	30	12	0	0	51	0	0	54	18	0	0	0	380	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//216	21	12	0	6	21	"Cross Shield"	3	15	1	0	70	1	18	2	2	0	0	75	16	0	0	65	0	0	140	55	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//217	22	12	0	6	22	"Lazy Wind Shield"	3	15	2	0	129	1	18	2	2	0	0	108	36	0	0	90	0	0	67	56	0	0	0	400	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//218	23	12	0	6	23	"Light Lord Shield"	3	15	2	0	124	1	0	2	2	0	0	69	23	0	0	90	0	0	16	35	35	0	0	400	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//219	24	12	0	6	24	"Dark Devil Shield"	3	15	2	0	122	1	0	2	2	0	0	63	21	0	0	90	0	0	52	15	0	0	0	400	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//220	25	12	0	6	25	"Magic Knight Shield"	3	15	2	0	128	1	18	2	2	0	0	87	29	0	0	90	0	0	53	18	0	0	0	400	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//221	26	12	0	6	26	"Ambition Shield"	3	15	2	0	131	1	18	2	2	0	0	75	25	0	0	90	0	0	104	24	0	0	0	400	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//
208	0	14	0	7	0	"Bronze Helm"	3	16	1	0	16	2	0	2	2	0	0	0	9	0	0	34	0	0	80	20	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
209	1	14	0	7	1	"Dragon Helm"	3	16	1	0	57	2	0	2	2	0	0	0	24	0	0	68	0	0	120	30	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
210	2	14	0	7	2	"Pad Helm"	3	16	1	0	5	2	0	2	2	0	0	0	4	0	0	28	0	0	20	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
211	3	14	0	7	3	"Legendary Helm"	3	16	1	0	50	2	0	2	2	0	0	0	18	0	0	42	0	0	30	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
212	4	14	0	7	4	"Bone Helm"	3	16	1	0	18	2	0	2	2	0	0	0	9	0	0	30	0	0	30	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
235	5	14	0	7	5	"Leather Helm"	3	16	1	0	6	2	0	2	2	0	0	0	5	0	0	30	0	0	80	0	0	0	0	0	0	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
236	6	14	0	7	6	"Scale Helm"	3	16	1	0	26	2	0	2	2	0	0	0	12	0	0	40	0	0	110	0	0	0	0	0	0	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
237	7	14	0	7	7	"Sphinx Mask"	3	16	1	0	32	2	0	2	2	0	0	0	13	0	0	36	0	0	30	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
238	8	14	0	7	8	"Brass Helm"	3	16	1	0	36	2	0	2	2	0	0	0	17	0	0	44	0	0	100	30	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
239	9	14	0	7	9	"Plate Helm"	3	16	1	0	46	2	0	2	2	0	0	0	20	0	0	50	0	0	130	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
240	10	14	0	7	10	"Vine Helm"	3	16	1	0	6	2	0	2	2	0	0	0	4	0	0	22	0	0	30	60	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
241	11	14	0	7	11	"Silk Helm"	3	16	1	0	16	2	0	2	2	0	0	0	8	0	0	26	0	0	30	70	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
242	12	14	0	7	12	"Wind Helm"	3	16	1	0	28	2	0	2	2	0	0	0	12	0	0	32	0	0	30	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
243	13	14	0	7	13	"Spirit Helm"	3	16	1	0	40	2	0	2	2	0	0	0	16	0	0	38	0	0	40	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
244	14	14	0	7	14	"Guardian Helm"	3	16	1	0	53	2	0	2	2	0	0	0	23	0	0	45	0	0	40	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
245	15	14	0	7	16	"Black Dragon Helm"	3	16	1	0	82	2	0	2	2	0	0	0	30	0	0	74	0	0	170	60	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
246	16	14	0	7	17	"Dark Phoenix Helm"	3	16	1	0	92	2	0	2	2	0	0	0	43	0	0	80	0	0	205	62	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
247	17	14	0	7	18	"Grand Soul Helm"	3	16	1	0	81	2	0	2	2	0	0	0	27	0	0	67	0	0	59	20	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
248	18	14	0	7	19	"Holy Spirit Helm"	3	16	1	0	85	2	0	2	2	0	0	0	37	0	0	74	0	0	50	110	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
249	19	14	0	7	21	"Great Dragon Helm"	3	16	1	0	104	2	0	2	2	0	0	0	53	0	0	86	0	0	200	58	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//
362	0	16	0	8	0	"Bronze Armor"	3	17	1	0	18	3	0	2	2	0	0	0	14	0	0	34	0	0	80	20	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
363	1	16	0	8	1	"Dragon Armor"	3	17	1	0	59	3	0	2	3	0	0	0	37	0	0	68	0	0	120	30	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
364	2	16	0	8	2	"Pad Armor"	3	17	1	0	10	3	0	2	2	0	0	0	7	0	0	28	0	0	30	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
365	3	16	0	8	3	"Legendary Armor"	3	17	1	0	56	3	0	2	2	0	0	0	22	0	0	42	0	0	40	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
366	4	16	0	8	4	"Bone Armor"	3	17	1	0	22	3	0	2	2	0	0	0	13	0	0	30	0	0	40	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
367	5	16	0	8	5	"Leather Armor"	3	17	1	0	10	3	0	2	3	0	0	0	10	0	0	30	0	0	80	0	0	0	0	0	0	0	4	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
368	6	16	0	8	6	"Scale Armor"	3	17	1	0	28	3	0	2	2	0	0	0	18	0	0	40	0	0	110	0	0	0	0	0	0	0	4	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
369	7	16	0	8	7	"Sphinx Armor"	3	17	1	0	38	3	0	2	3	0	0	0	17	0	0	36	0	0	40	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
370	8	16	0	8	8	"Brass Armor"	3	17	1	0	38	3	0	2	2	0	0	0	22	0	0	44	0	0	100	30	0	0	0	0	0	0	4	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
371	9	16	0	8	9	"Plate Armor"	3	17	1	0	48	3	0	2	2	0	0	0	30	0	0	50	0	0	130	0	0	0	0	0	0	0	4	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
372	10	16	0	8	10	"Vine Armor"	3	17	1	0	10	3	0	2	2	0	0	0	8	0	0	22	0	0	30	60	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
373	11	16	0	8	11	"Silk Armor"	3	17	1	0	20	3	0	2	2	0	0	0	12	0	0	26	0	0	30	70	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
374	12	16	0	8	12	"Wind Armor"	3	17	1	0	32	3	0	2	2	0	0	0	16	0	0	32	0	0	30	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
375	13	16	0	8	13	"Spirit Armor"	3	17	1	0	44	3	0	2	2	0	0	0	21	0	0	38	0	0	40	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
376	14	16	0	8	14	"Guardian Armor"	3	17	1	0	57	3	0	2	2	0	0	0	29	0	0	45	0	0	40	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
378	16	16	0	8	16	"Black Dragon Armor"	3	17	1	0	90	3	0	2	3	0	0	0	48	0	0	74	0	0	170	60	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
379	17	16	0	8	17	"Dark Phoenix Armor"	3	17	1	0	100	3	0	2	3	0	0	0	63	0	0	80	0	0	214	65	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
380	18	16	0	8	18	"Grand Soul Armor"	3	17	1	0	91	3	0	2	3	0	0	0	33	0	0	67	0	0	59	20	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
381	19	16	0	8	19	"Holy Spirit Armor"	3	17	1	0	92	3	0	2	2	0	0	0	44	0	0	74	0	0	50	110	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
383	21	16	0	8	21	"Great Dragon Armor"	3	17	1	0	126	3	0	2	3	0	0	0	75	0	0	86	0	0	200	58	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//
514	0	18	0	9	0	"Bronze Pants"	3	18	1	0	15	4	0	2	2	0	0	0	10	0	0	34	0	0	80	20	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
