0											
//id	index	u1	class	point	max	u4	r1	r2	skill	u5	
559	1	256	0	1	20	4	0	0	300	5.184804
560	4	256	0	1	20	0	0	0	301	1.681558
561	6	256	0	1	20	3	0	0	302	1.821688
562	8	256	0	1	20	3	0	0	303	9.809089
563	9	256	0	1	20	4	300	0	305	2.382207
564	10	256	0	1	20	0	302	0	306	1.401298
565	12	256	0	1	20	3	303	0	307	1.401298
566	14	256	0	1	20	3	0	0	309	2.242078
567	15	256	0	1	10	0	0	0	746	2.270104
568	16	256	0	1	20	0	307	0	310	1.401298
569	17	256	0	1	20	0	305	0	312	2.382207
570	18	256	0	1	20	0	309	0	313	1.401298
571	23	256	0	1	20	1	0	0	315	4.203895
572	24	256	0	1	20	0	315	0	316	5.324934
573	25	256	0	1	20	0	0	0	317	5.605194
574	26	256	0	1	20	0	0	0	318	5.605194
575	27	256	0	1	20	0	0	0	319	5.605194
576	28	256	0	1	20	0	0	0	320	5.605194
577	30	256	0	1	20	3	0	0	754	2.382207
578	32	256	0	1	20	3	0	0	758	2.802597
579	34	256	0	1	20	0	754	0	755	2.382207
580	35	256	0	1	20	0	0	0	759	4.904545
581	36	256	0	1	20	0	758	0	756	5.465064
582	37	256	1	1	20	0	0	0	325	1.821688
583	41	256	1	1	20	3	0	0	380	1.401298
584	43	256	1	1	20	3	0	0	378	2.382207
585	44	256	1	1	20	3	0	0	748	3.082857
586	45	256	1	1	20	0	380	0	383	1.401298
587	47	256	1	1	20	0	378	0	381	5.605194
588	48	256	1	1	20	0	748	0	749	3.082857
589	49	256	1	1	20	3	0	0	765	3.222986
590	50	256	1	1	20	3	0	0	768	3.222986
591	51	256	1	1	20	3	0	0	334	1.261169
592	52	256	1	1	20	0	0	0	386	3.082857
593	53	256	1	1	20	0	765	0	766	3.222986
594	54	256	1	1	20	0	768	0	769	3.222986
595	55	256	1	1	20	3	334	0	338	1.261169
596	57	256	1	1	20	0	0	0	391	2.382207
597	59	256	1	1	20	0	338	0	341	1.121039
598	60	256	1	1	20	3	0	0	750	3.082857
599	63	256	1	1	20	0	0	0	743	6.025583
600	64	256	1	1	20	0	750	0	751	3.082857
601	66	256	1	10	10	3	0	0	495	3.643376
602	70	256	1	1	20	0	495	0	497	5.605194
603	73	256	2	1	20	0	0	0	347	1.961818
604	77	256	2	1	20	3	0	0	752	3.082857
605	79	256	2	1	20	3	0	0	399	1.401298
606	81	256	2	1	10	0	752	0	753	1.401298
607	83	256	2	1	20	0	399	0	402	2.382207
608	86	256	2	1	20	0	0	0	357	2.522337
609	87	256	2	1	20	0	0	0	358	1.541428
610	88	256	2	1	20	3	0	0	359	8.407791
611	90	256	2	1	20	3	0	0	405	3.082857
612	92	256	2	1	20	0	359	0	362	8.407791
613	94	256	2	1	20	0	405	0	407	4.203895
614	96	256	2	1	20	3	0	0	366	5.324934
615	97	256	2	1	20	0	0	0	367	5.324934
616	98	256	2	1	20	3	0	0	368	5.324934
617	99	256	2	1	20	4	0	0	761	3.082857
618	100	256	2	1	20	0	366	0	369	5.324934
619	101	256	2	1	20	0	0	0	763	3.082857
620	102	256	2	1	20	0	368	0	372	5.324934
621	104	256	2	1	20	3	0	0	370	5.324934
622	107	256	2	1	20	0	761	0	762	4.203895
623	108	256	2	1	20	0	370	0	371	5.324934
end											
