//rIdx	Sub Index	Sub Group	Unk1	Group	Index	Name	Kind A	Kind B	Type	Two Hands	Drop Level	Slot	Skill Index	Width	Height	Damage Min	Damage Max	Successful Blocking	Defense	Attack Speed	Walk Speed	Durability	Magic Durability	Magic Power	Req Strength	Req Dexterity	Req Energy	Req Vitality	Req Command	Req Level	Item Value	Money	Set Attribute	Dark Wizard	Dark Knight	Fairy Elf	Magic Gladiator	Dark Lord	Summoner	Rage Fighter	Grow Lancer	Rune Wizard	Ice Resistance	Poison Resistance	Lightning Resistance	Fire Resistance	Earth Resistance	Wind Resistance	Water Resistance	Dump	Transaction	Personal Store	Store Warehouse	Sell to NPC	Unk2	Repair	Overlap	Unk3
590	76	18	0	9	76	"Magic Knight Pants"	3	18	2	0	145	4	0	2	2	0	0	0	60	0	0	90	0	0	48	17	142	0	0	400	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
591	77	18	0	9	77	"Bloody Dragon Pants"	3	18	2	0	145	4	0	2	2	0	0	0	78	0	0	88	0	0	108	0	0	85	0	400	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
592	78	18	0	9	78	"Dragon Pants-J"	3	18	5	0	55	4	0	2	2	0	0	0	28	0	0	68	0	0	120	30	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
593	79	18	0	9	79	"Legendary Pants-J"	3	18	5	0	53	4	0	2	2	0	0	0	22	0	0	42	0	0	40	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
594	80	18	0	9	80	"Guardian Pants-J"	3	18	5	0	54	4	0	2	2	0	0	0	27	0	0	45	0	0	40	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
595	81	18	0	9	81	"Light Plate Pants-J"	3	18	5	0	50	4	0	2	2	0	0	0	23	0	0	42	0	0	70	20	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
596	82	18	0	9	82	"Red Wing Pants-J"	3	18	5	0	53	4	0	2	2	0	0	0	24	0	0	42	0	0	35	7	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
597	83	18	0	9	83	"Sacred Fire Pants-J"	3	18	5	0	62	4	0	2	2	0	0	0	35	0	0	52	0	0	85	0	0	75	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
598	84	18	0	9	84	" Thunder HawkPants"	3	18	4	0	99	4	0	2	2	0	0	0	54	0	0	255	0	0	0	0	0	0	0	150	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
599	85	18	0	9	85	" Great Dragon Pants"	3	18	4	0	113	4	0	2	2	0	0	0	70	0	0	255	0	0	0	0	0	0	0	150	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
600	86	18	0	9	86	" Dark Soul Pants"	3	18	4	0	117	4	0	2	2	0	0	0	44	0	0	255	0	0	0	0	0	0	0	150	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
601	87	18	0	9	87	" Red Spirit Pants"	3	18	4	0	100	4	0	2	2	0	0	0	53	0	0	255	0	0	0	0	0	0	0	150	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
602	88	18	0	9	88	" Dark Master Pants"	3	18	4	0	110	4	0	2	2	0	0	0	44	0	0	255	0	0	0	0	0	0	0	150	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
603	89	18	0	9	89	" Demonic Pants"	3	18	4	0	86	4	0	2	2	0	0	0	42	0	0	255	0	0	0	0	0	0	0	150	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
604	90	18	0	9	90	" Piercing Groove Pants"	3	18	4	0	95	4	0	2	2	0	0	0	54	0	0	255	0	0	0	0	0	0	0	150	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
605	91	18	0	9	91	"Robust Pants"	3	18	1	0	24	4	0	2	2	0	0	0	16	0	0	30	0	0	100	69	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
606	92	18	0	9	92	"Gru Hill Pants"	3	18	1	0	54	4	0	2	2	0	0	0	20	0	0	46	0	0	180	140	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
607	93	18	0	9	93	"Princie Pants"	3	18	1	0	74	4	0	2	2	0	0	0	24	0	0	66	0	0	155	135	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
608	94	18	0	9	94	"Hirat Pants"	3	18	1	0	95	4	0	2	2	0	0	0	30	0	0	76	0	0	334	94	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
609	95	18	0	9	95	"Sate Pants"	3	18	1	0	95	4	0	2	2	0	0	0	28	0	0	76	0	0	94	334	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
610	96	18	0	9	96	"Robust Pants"	3	18	4	0	24	4	0	2	2	0	0	0	18	0	0	255	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
611	97	18	0	9	97	"Princie Pants"	3	18	4	0	74	4	0	2	2	0	0	0	26	0	0	255	0	0	0	0	0	0	0	150	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
612	98	18	0	9	98	"Bloodangel Knight Pants"	15	18	1	0	150	4	0	2	2	0	0	0	75	0	0	100	0	0	157	45	0	0	0	400	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
613	99	18	0	9	99	"Bloodangel Wizard Pants"	15	18	1	0	150	4	0	2	2	0	0	0	49	0	0	100	0	0	44	14	0	0	0	400	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
614	100	18	0	9	100	"Bloodangel Elf Pants"	15	18	1	0	150	4	0	2	2	0	0	0	58	0	0	100	0	0	36	80	0	0	0	400	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
615	101	18	0	9	101	"Bloodangel Summoner Pants"	15	18	1	0	150	4	0	2	2	0	0	0	47	0	0	100	0	0	36	12	0	0	0	400	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
616	102	18	0	9	102	"Bloodangel Magic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	71	0	0	100	0	0	136	56	0	0	0	400	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
617	103	18	0	9	103	"Bloodangel Lord Pants"	15	18	1	0	150	4	0	2	2	0	0	0	49	0	0	100	0	0	61	16	0	0	0	400	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
618	104	18	0	9	104	"Bloodangel Fighter Pants"	15	18	1	0	150	4	0	2	2	0	0	0	56	0	0	100	0	0	76	0	0	66	0	400	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
619	105	18	0	9	105	"Bloodangel Lancer Pants"	15	18	1	0	150	4	0	2	2	0	0	0	38	0	0	100	0	0	63	63	0	0	0	400	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
620	106	18	0	9	106	"Soul Knight Pants (S)"	18	18	1	0	150	4	0	2	2	0	0	0	195	0	0	100	0	0	157	45	0	0	0	900	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
621	107	18	0	9	107	"Soul Wizard Pants"	18	18	1	0	150	4	0	2	2	0	0	0	169	0	0	100	0	0	44	14	0	0	0	900	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
622	108	18	0	9	108	"Soul Elf Pants (A)"	18	18	1	0	150	4	0	2	2	0	0	0	180	0	0	100	0	0	36	80	0	0	0	900	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
623	109	18	0	9	109	"Soul Summoner Pants"	18	18	1	0	150	4	0	2	2	0	0	0	169	0	0	100	0	0	36	12	0	0	0	900	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
624	110	18	0	9	110	"Soul Magic Pants (S)"	18	18	1	0	150	4	0	2	2	0	0	0	181	0	0	100	0	0	136	56	0	0	0	900	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
625	111	18	0	9	111	"Soul Lord Pants"	18	18	1	0	150	4	0	2	2	0	0	0	169	0	0	100	0	0	61	16	0	0	0	900	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
626	112	18	0	9	112	"Soul Fighter Pants"	18	18	1	0	150	4	0	2	2	0	0	0	176	0	0	100	0	0	76	0	0	0	0	900	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
627	113	18	0	9	113	"Soul Lancer Pants"	18	18	1	0	150	4	0	2	2	0	0	0	164	0	0	100	0	0	63	63	0	0	0	900	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
//628	106	18	0	9	114	"Bloodangel Knight Pants"	15	18	1	0	150	4	0	2	2	0	0	0	75	0	0	100	0	0	157	45	0	0	0	400	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
629	114	18	0	9	114	"Soul Elf Pants (E)"	18	18	1	0	150	4	0	2	2	0	0	0	104	0	0	100	0	0	13	27	150	0	0	900	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
631	115	18	0	9	115	"Soul Magic Pants (E)"	18	18	1	0	150	4	0	2	2	0	0	0	177	0	0	100	0	0	33	30	153	0	0	900	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
116	116	18	0	9	116	"Runic Pad Pants"	3	18	1	0	7	4	0	2	2	0	0	0	5	0	0	28	0	0	30	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
117	117	18	0	9	117	"Runic Sphinx Pants"	3	18	1	0	33	4	0	2	2	0	0	0	15	0	0	36	0	0	40	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
118	118	18	0	9	118	"Runic Legendary Pants"	3	18	1	0	52	4	0	2	2	0	0	0	23	0	0	42	0	0	40	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
119	119	18	0	9	119	"Kenazu Pants"	3	18	1	0	85	4	0	2	2	0	0	0	40	0	0	67	0	0	37	15	25	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
120	120	18	0	9	120	"Runic Divine Pants"	3	18	2	0	113	4	0	2	2	0	0	0	56	0	0	86	0	0	40	13	118	0	0	380	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0
121	121	18	0	9	121	"Runic Light Lord Pants"	3	18	2	0	144	4	0	2	2	0	0	0	68	0	0	90	0	0	39	12	119	0	0	400	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
122	122	18	0	9	122	"Bloodangel Runic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	71	0	0	100	0	0	38	13	123	0	0	400	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
123	123	18	0	9	123	"Darkangel Runic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	83	0	0	100	0	0	38	13	123	0	0	600	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
124	124	18	0	9	124	"Runic Sphinx Pants"	3	18	4	0	34	4	0	2	2	0	0	0	19	0	0	255	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
125	125	18	0	9	125	"Runic Legendary Pants"	3	18	4	0	53	4	0	2	2	0	0	0	25	0	0	255	0	0	0	0	0	0	0	150	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
127	127	18	0	9	127	"Holyangel Runic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	127	0	0	100	0	0	38	13	123	0	0	800	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
128	128	18	0	9	128	"Soul Runic Pants"	18	18	1	0	150	4	0	2	2	0	0	0	174	0	0	100	0	0	38	13	123	0	0	900	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
129	129	18	0	9	129	"Blue Eye Runic Pants"	18	18	1	0	150	4	0	2	2	0	0	0	219	0	0	100	0	0	38	13	123	0	0	1000	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
638	114	18	0	9	138	"Darkangel Knight Pants"	15	18	1	0	150	4	0	2	2	0	0	0	100	0	0	100	0	0	157	45	0	0	0	600	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
639	115	18	0	9	139	"Darkangel Wizard Pants"	15	18	1	0	150	4	0	2	2	0	0	0	74	0	0	100	0	0	44	14	0	0	0	600	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
640	116	18	0	9	140	"Darkangel Elf Pants"	15	18	1	0	150	4	0	2	2	0	0	0	83	0	0	100	0	0	36	80	0	0	0	600	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
641	117	18	0	9	141	"Darkangel Summoner Pants"	15	18	1	0	150	4	0	2	2	0	0	0	72	0	0	100	0	0	36	12	0	0	0	600	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
642	118	18	0	9	142	"Darkangel Magic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	96	0	0	100	0	0	136	56	0	0	0	600	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
643	119	18	0	9	143	"Darkangel Lord Pants"	15	18	1	0	150	4	0	2	2	0	0	0	74	0	0	100	0	0	61	16	0	0	0	600	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
644	120	18	0	9	144	"Darkangel Fighter Pants"	15	18	1	0	150	4	0	2	2	0	0	0	81	0	0	100	0	0	76	0	0	0	0	600	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
645	121	18	0	9	145	"Darkangel Lancer Pants"	15	18	1	0	150	4	0	2	2	0	0	0	63	0	0	100	0	0	63	63	0	0	0	600	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
646	122	18	0	9	146	"Tigris Pants"	3	18	2	0	111	4	0	2	2	0	0	0	53	0	0	86	0	0	68	20	0	0	0	380	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0
647	123	18	0	9	147	"Crimson Skull Pants"	3	18	2	0	143	4	0	2	2	0	0	0	62	0	0	90	0	0	73	21	0	0	0	400	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
648	124	18	0	9	148	"Grace Pants"	3	18	2	0	111	4	0	2	2	0	0	0	41	0	0	86	0	0	62	44	0	0	0	380	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0
649	125	18	0	9	149	"Constant Pants"	3	18	2	0	143	4	0	2	2	0	0	0	46	0	0	90	0	0	69	48	0	0	0	400	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
650	18	0	0	9	150	"Holyangel Knight Pants"	15	18	1	0	150	4	0	2	2	0	0	0	150	0	0	100	0	0	157	45	0	0	0	800	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
651	18	0	0	9	151	"Holyangel Wizard Pants"	15	18	1	0	150	4	0	2	2	0	0	0	124	0	0	100	0	0	44	14	0	0	0	800	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
652	18	0	0	9	152	"Holyangel Elf Pants"	15	18	1	0	150	4	0	2	2	0	0	0	133	0	0	100	0	0	36	80	0	0	0	800	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
653	18	0	0	9	153	"Holyangel Summoner Pants"	15	18	1	0	150	4	0	2	2	0	0	0	122	0	0	100	0	0	36	12	0	0	0	800	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
654	18	0	0	9	154	"Holyangel Magic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	136	0	0	100	0	0	136	56	0	0	0	800	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
655	18	0	0	9	155	"Holyangel Lord Pants"	15	18	1	0	150	4	0	2	2	0	0	0	124	0	0	100	0	0	61	16	0	0	0	800	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
656	18	0	0	9	156	"Holyangel Fighter Pants"	15	18	1	0	150	4	0	2	2	0	0	0	131	0	0	100	0	0	76	0	0	0	0	800	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
657	18	0	0	9	157	"Holyangel Lancer Pants"	15	18	1	0	150	4	0	2	2	0	0	0	120	0	0	100	0	0	63	63	0	0	0	800	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
658	18	0	0	9	158	"Bloodangel Elf Pants"	15	18	1	0	150	4	0	2	2	0	0	0	31	0	0	100	0	0	13	27	150	0	0	400	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
659	18	0	0	9	159	"Darkangel Elf Pants"	15	18	1	0	150	4	0	2	2	0	0	0	44	0	0	100	0	0	13	27	150	0	0	600	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
660	18	0	0	9	160	"Holyangel Elf Pants"	15	18	1	0	150	4	0	2	2	0	0	0	63	0	0	100	0	0	13	27	150	0	0	800	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
661	18	0	0	9	161	"Bloodangel Magic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	57	0	0	100	0	0	33	30	153	0	0	400	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
662	18	0	0	9	162	"Darkangel Magic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	82	0	0	100	0	0	33	30	153	0	0	600	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
663	18	0	0	9	163	"Holyangel Magic Pants"	15	18	1	0	150	4	0	2	2	0	0	0	132	0	0	100	0	0	33	30	153	0	0	800	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
664	126	18	0	9	200	" Gru Hill Pants"	3	18	4	0	95	4	0	2	2	0	0	0	32	0	0	255	0	0	0	0	0	0	0	150	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
665	126	18	0	9	240	" Gru Hill Pants"	3	18	4	0	95	4	0	2	2	0	0	0	32	0	0	255	0	0	0	0	0	0	0	150	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
666	0	20	0	10	0	"Bronze Gloves"	3	19	1	0	13	5	0	2	2	0	0	0	4	4	0	34	0	0	80	20	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
667	1	20	0	10	1	"Dragon Gloves"	3	19	1	0	52	5	0	2	2	0	0	0	14	6	0	68	0	0	120	30	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
668	2	20	0	10	2	"Pad Gloves"	3	19	1	0	3	5	0	2	2	0	0	0	2	0	0	28	0	0	20	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
669	3	20	0	10	3	"Legendary Gloves"	3	19	1	0	44	5	0	2	2	0	0	0	11	0	0	42	0	0	20	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
670	4	20	0	10	4	"Bone Gloves"	3	19	1	0	14	5	0	2	2	0	0	0	5	0	0	30	0	0	20	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
671	5	20	0	10	5	"Leather Gloves"	3	19	1	0	4	5	0	2	2	0	0	0	2	8	0	30	0	0	80	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
672	6	20	0	10	6	"Scale Gloves"	3	19	1	0	22	5	0	2	2	0	0	0	7	10	0	40	0	0	110	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
673	7	20	0	10	7	"Sphinx Gloves"	3	19	1	0	28	5	0	2	2	0	0	0	8	0	0	36	0	0	20	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
674	8	20	0	10	8	"Brass Gloves"	3	19	1	0	32	5	0	2	2	0	0	0	9	8	0	44	0	0	100	30	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
675	9	20	0	10	9	"Plate Gloves"	3	19	1	0	42	5	0	2	2	0	0	0	12	4	0	50	0	0	130	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
676	10	20	0	10	10	"Vine Gloves"	3	19	1	0	4	5	0	2	2	0	0	0	2	4	0	22	0	0	30	60	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
677	11	20	0	10	11	"Silk Gloves"	3	19	1	0	14	5	0	2	2	0	0	0	4	8	0	26	0	0	30	70	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
678	12	20	0	10	12	"Wind Gloves"	3	19	1	0	26	5	0	2	2	0	0	0	6	10	0	32	0	0	30	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
679	13	20	0	10	13	"Spirit Gloves"	3	19	1	0	38	5	0	2	2	0	0	0	9	4	0	38	0	0	40	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
680	14	20	0	10	14	"Guardian Gloves"	3	19	1	0	50	5	0	2	2	0	0	0	15	6	0	45	0	0	40	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
681	15	20	0	10	15	"Storm Crow Gloves"	3	19	1	0	70	5	0	2	2	0	0	0	20	6	0	80	0	0	150	70	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
682	16	20	0	10	16	"Black Dragon Gloves"	3	19	1	0	76	5	0	2	2	0	0	0	22	6	0	74	0	0	170	60	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
683	17	20	0	10	17	"Dark Phoenix Gloves"	3	19	1	0	86	5	0	2	2	0	0	0	37	6	0	80	0	0	205	63	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
684	18	20	0	10	18	"Grand Soul Gloves"	3	19	1	0	70	5	0	2	2	0	0	0	20	5	0	67	0	0	49	10	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
685	19	20	0	10	19	"Holy Spirit Gloves"	3	19	1	0	72	5	0	2	2	0	0	0	29	6	0	74	0	0	50	110	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
686	20	20	0	10	20	"Thunder Hawk Gloves"	3	19	1	0	88	5	0	2	2	0	0	0	34	7	0	82	0	0	150	70	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
687	21	20	0	10	21	"Great Dragon Gloves"	3	19	1	0	94	5	0	2	2	0	0	0	48	6	0	86	0	0	200	58	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
688	22	20	0	10	22	"Dark Soul Gloves"	3	19	1	0	87	5	0	2	2	0	0	0	30	6	0	75	0	0	55	18	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
