//Monester Configuration by CzF Team
//Credits to eRRoR, Cubars, Unicorn
//Version 1.02K

//Lorencia																								
//index 	rate	name	Level	HP	MP	damagemin	damagemax	defence	magicdefence	attackrating	successfulbloking	moverange 	attacktype	attackrange	viewrange	movespeed	attackspeed	regentime	attribute	itemrate	moneyrate	maxItemlevel	skill	µ¶	¾óÀ½	¹ø°³	ºÒ
291	1	"Axe Warrior"	102	55000	0	560	600	550	0	1000	310	3	0	1	7	500	1600	10	2	100	50	4	0	29	29	29	29
295	1	"Erohim"	128	300000	0	1100	1250	900	0	1300	500	3	150	6	8	650	1600	43200	2	70	30	4	0	2500	2500	2500	2500

//Castle Deep Event Mobs
300	1	"Mutant Hero"	82	20000	0	500	560	380	0	415	170	20	0	1	10	800	1600	10	2	150	10	3	0	16	16	16	16
301	1	"Omega Wing"	102	69000	0	978	1080	720	0	670	290	20	0	1	10	800	1600	10	2	150	10	3	0	26	26	28	26
302	1	"Axe Warrior Hero"	85	23000	0	510	580	390	0	435	175	20	0	1	10	800	1600	10	2	150	10	3	0	50	50	50	50
303	1	"Gigas Golem"	94	50000	0	750	850	550	0	580	240	20	17	5	10	1000	2500	10	2	150	10	3	0	54	54	54	54

//Chaos Castle1																											
162	1	"Chaos Castleç1"	30	700	0	70	90	30	0	160	20	50	0	1	7	400	2000	10	2	300	200	3	0	0	0	0	0
163	1	"Chaos Castle1"	32	800	0	80	100	40	0	180	30	50	17	6	7	400	1600	10	2	300	200	3	0	0	0	0	0
																											
//Chaos Castle2																											
164	1	"Chaos Castleç2"	40	1600	0	110	135	75	0	225	60	50	0	1	7	400	2000	10	2	300	200	3	0	1	1	1	1
165	1	"Chaos Castle2"	45	2700	0	125	150	90	0	250	70	50	17	6	7	400	1600	10	2	300	200	3	0	1	1	1	1
																											
//Chaos Castle3																											
166	1	"Chaos Castleç3"	54	4000	0	140	165	105	0	270	80	50	0	1	7	400	2000	10	2	300	200	3	0	2	2	2	2
167	1	"Chaos Castle3"	60	5000	0	155	180	120	0	290	90	50	17	6	7	400	1600	10	2	300	200	3	0	2	2	2	2
																											
//Chaos Castle4																											
168	1	"Chaos Castleç4"	65	6500	0	185	210	145	0	320	110	50	0	1	7	400	2000	10	2	300	200	3	0	4	4	4	4
169	1	"Chaos Castle4"	68	8000	0	205	230	160	0	350	120	50	17	6	7	400	1600	10	2	300	200	3	0	4	4	4	4
																											
//Chaos Castle5																											
170	1	"Chaos Castleç5"	70	10000	0	215	240	170	0	370	120	50	0	1	7	400	2000	10	2	300	200	3	0	5	5	5	5
171	1	"Chaos Castle5"	75	12500	0	235	260	190	0	400	130	50	17	6	7	400	1600	10	2	300	200	3	0	5	5	5	5
																											
//Chaos Castle6																											
172	1	"Chaos Castleç6"	76	15000	0	255	280	215	0	430	140	50	0	1	7	400	2000	10	2	300	200	3	0	6	6	6	6
173	1	"Chaos Castle6"	80	18000	0	280	300	240	0	470	150	50	17	6	7	400	1600	10	2	300	200	3	0	6	6	6	6
																											
//Glden Troops																											
44	1	"Golden Dragon"	60	15000	0	190	210	120	0	300	88	3	150	2	7	400	1800	100	2	50	10	0	0	9	7	9	9																										
43	1	"Golden Budge Dragon"	15	2200	0	120	125	45	0	75	30	3	0	1	7	400	1400	600	2	10	10	0	0	2	2	2	2																			
55	1	"Death King"	30	1800	0	105	110	37	0	150	37	2	0	2	6	400	1800	20	2	200	14	3	0	2	2	2	2
56	1	"Death Bone"	24	700	0	85	90	29	0	120	29	3	0	1	5	400	1600	20	2	200	14	4	0	1	1	1	1																									
78	1	"Golden Goblin"	20	3100	0	125	130	50	0	100	30	3	0	1	7	400	1400	600	2	10	10	0	0	2	2	2	2																											
53	1	"Golden Titan"	53	8000	0	170	180	105	0	265	77	3	150	3	7	400	2000	20	2	200	14	3	0	5	5	5	5
54	1	"Golden Solider"	46	3500	0	140	150	75	0	230	64	3	0	5	7	400	1800	20	2	200	14	3	0	3	3	3	3																										
79	1	"Golden Dragon"	80	23000	0	300	350	230	0	400	90	3	150	2	7	400	1800	5	2	50	10	0	0	9	7	9	9																											
80	1	"Golden Vepar"	83	25000	0	310	360	240	0	415	150	3	3	3	7	400	1600	15	2	175	14	3	0	9	7	9	9
81	1	"Golden Lizard King"	61	6300	0	190	200	110	0	310	90	3	17	4	7	400	1600	8	2	185	14	3	0	0	0	3	0																										
82	1	"tantallos"	90	30000	0	450	560	300	0	450	185	3	150	2	7	400	1400	70	2	180	30	3	0	9	7	9	9
83	1	"Golden whell"	77	15000	0	320	360	230	0	385	160	3	0	4	7	400	1400	70	2	180	30	3	0	9	7	9	9
150	1	"Bali"	52	5000	0	165	170	100	0	260	75	3	0	1	7	400	1600	100	2	160	10	3	0	6	6	6	6
151	1	"GoldWarrior"	58	4000	0	175	180	110	0	290	86	3	0	4	7	400	1600	100	2	160	10	3	0	6	6	6	6

///War of the black magic ring																											
136	1	"Destroys the warrior"	70	9500	0	210	240	180	0	400	125	3	0	1	3	400	1500	10	2	300	200	3	0	7	7	7	7
137	1	"Deconstruction"	74	12000	0	220	260	190	0	440	130	3	0	5	5	400	1800	10	2	300	200	3	0	8	8	8	8
135	1	"White evil spirit master"	87	26000	0	370	410	400	0	550	200	4	3	5	6	400	2200	10	2	150	50	4	0	15	15	20	15

//Traps																											
100	1	"Saw Trap"	80	1000	0	100	110	0	0	400	500	0	0	4	1	500	1000	3	1	200	10	0	0	0	0	0	0
101	1	"Skewer Tap"	80	1000	0	110	130	0	0	400	500	0	0	0	1	500	1000	3	1	200	10	0	0	0	0	0	0
102	1	"Fire Trap"	80	1000	0	130	150	0	0	400	500	0	0	2	1	500	1000	3	1	200	10	0	0	0	0	0	0
103	1	"Meteorite"	90	1000	0	160	190	0	0	450	500	0	50	0	1	500	1000	3	1	200	10	0	0	0	0	0	0

//BattleSoccer
200	1	"SoccerBall"	12	1000	0	150	200	0	0	60	500	0	0	4	1	500	1000	3	1	200	10	0	0	0	0	0	0

//NPC																											
229	1	"Malron"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
230	1	"Alex"		2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
231	1	"Thomson Cannel"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
234	1	"Goblin Gate"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
235	1	"Priest Sevina"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
233	1	"Spirit of Archangel"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
232	1	"Archangel"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
237	1	"Charon"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
238	1	"Chaos Goblin"		2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
239	1	"Stadium Guard"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
240	1	"Storage Guard"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
241	1	"Guild Master"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
242	1	"Elf Lala"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
243	1	"Craftsman"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
244	1	"Barmaid"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
245	1	"Wizard"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
246	1	"Weapon Merchant"	20	1000	0	15	30	70	0	100	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
247	1	"Xbow Guard"	90	10000	0	180	195	70	20	300	100	5	0	2	2	400	1500	10	1	200	10	0	0	0	0	0	0
248	1	"Florence Peddler"	20	1000	0	15	30	70	0	100	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
249	1	"Berdysh guard"	90	10000	0	180	195	70	20	300	100	5	0	5	5	400	1500	10	1	200	10	0	0	0	0	0	0
250	1	"Peddler"	20	1000	0	15	30	70	20	100	30	0	0	0	5	400	1000	10	0	200	10	0	0	0	0	0	0
251	1	"Hanz Blacksmith"	20	1000	0	15	30	70	20	100	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
252	1	"Unknown Shop"	2	50	0	15	30	70	20	10	30	0	0	2	5	400	1000	10	0	200	10	0	0	0	0	0	0
253	1	"PotGirl"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
254	1	"Wizard Pasi"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
255	1	"Liad Barmaid"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
226	1	"Trainer"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
256	1	"Lahap"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
257	1	"Elf Soldier"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
//Castle Siege NPC																											
104	1	"Trap"	2	50	0	500	600	0	0	800	30	0	50	0	1	0	1000	0	0	0	0	0	0	0	0	0	0
215	1	"Shield"	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
216	1	"Korona"	2	50	0	15	30	70	20	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217	1	"CrownSwitch1"	2	50	0	15	30	70	20	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218	1	"CrownSwitch2"	2	50	0	15	30	70	20	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219	1	"Castle Gate Switch"	2	50	0	15	30	70	20	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220	1	"Guard"	2	50	0	15	30	70	20	10	30	0	0	0	0	400	1500	0	0	0	0	0	0	0	0	0	0
221	1	"Slingshot Attack"	2	50	0	15	30	70	20	10	30	0	0	0	0	400	1500	0	0	0	0	0	0	0	0	0	0
222	1	"Slingshot Defend"	2	50	0	15	30	70	20	10	30	0	0	0	0	400	1500	0	0	0	0	0	0	0	0	0	0
223	1	"Senior"	2	50	0	15	30	70	20	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	1	"Guardsman"	2	50	0	15	30	70	20	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	1	"Guardian Statue"	2	50	0	15	30	70	20	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288	1	"Cannon Tower"	200	50	0	575	610	500	20	1000	30	0	150	7	6	400	2000	0	0	0	0	0	0	0	0	0	0
277	1	"Castle Gate"	2	50	0	15	30	70	20	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	1	"Life Stone"	2	250000	0	15	30	70	20	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	1	"Vacio"	2	50	0	15	30	70	20	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	1	"Guardian Gate"	2	30000	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
286	1	"Guard1"	100	23000	0	340	390	340	0	520	190	0	0	6	7	400	2000	0	2	0	0	0	0	7	7	7	7
287	1	"Guard2"	100	26000	0	390	430	380	0	590	200	0	0	1	3	400	1600	0	2	0	0	0	0	7	7	7	7
// "Season 1 Monsters" version 1.02D
//Aida
//Index	Rate	Name			Level	HP	MP	DamMin	DamMax	Defence	Magic	Attack	Success	MoveRg	A.Type	A.Range	V.Range	MoveSP	A.Speed	RegTime	Attrib	ItemRat	M.Rate	MaxItem	Skill
308 	1 	"Death Tree"     	62 	9000 	0 	220  	245  	145  	0 	1400 	90 	3 	150 	2 	7 	400 	1400 	30 	2	160 	14 	3 	0 	9 	7 	9 	9
306 	1 	"Death Rider" 		68 	8000 	0 	232  	262  	170  	0 	1600 	110 	3 	150 	2 	7 	400 	1400 	30 	2	160 	14 	3 	0 	9 	7 	9 	9
307 	1 	"Forest Orc"     	64 	6500 	0 	230  	250  	150  	0 	1800 	95 	3 	150 	2 	7 	400 	1400 	30 	2	160 	14 	3 	0 	9 	7 	9 	9
304 	1 	"Witch Queen"     	84 	22500 	0 	380  	410  	275  	0 	2000 	185 	3 	150 	2 	7 	400 	1400 	30 	2	160 	14 	3 	0 	9 	7 	9 	9
305 	1 	"Blue Golem"     	74 	12500 	0 	260  	290  	195  	0 	2200 	125 	3 	150 	2 	7 	400 	1400 	30 	2	160 	14 	3 	0 	9 	7 	9 	9
309 	1 	"Hell Maine"     	98 	50000 	0 	550  	600  	520  	0 	2400 	300 	3 	150 	2 	7 	400 	1400 	30 	2	160 	14 	3 	0 	9 	7 	9 	9

// CryWolf NPC																											
204	1	"Wolf Statue"	2	50	0	15	30	70	20	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	1	"Wolf Altar1"	2	50	0	15	30	70	20	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	1	"Wolf Altar2"	2	50	0	15	30	70	20	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	1	"Wolf Altar3"	2	50	0	15	30	70	20	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208	1	"Wolf Altar4"	2	50	0	15	30	70	20	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209	1	"Wolf Altar5"	2	50	0	15	30	70	20	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

//CryWolf
//Index	Rate	Name			Level	HP	MP	DamMin	DamMax	Defence	Magic	Attack	Success	MoveRg	A.Type	A.Range	V.Range	MoveSP	A.Speed	RegTime	Attrib	ItemRat	M.Rate	MaxItem	Skill
310 	1 	"Hammer Scout"       	97 	45000 	0 	530  	560  	420  	0 	1600 	250 	3 	150 	2 	7 	400 	1400 	70 	2 	180 	30 	3 	0 	9 	7 	9 	9
311 	1 	"Lance Scout"     	97 	45000 	0 	530  	560  	420  	0	1800 	250 	3 	150 	2 	7 	400 	1400 	70 	2 	180 	30 	3 	0 	9 	7 	9 	9
312 	1 	"Bow Scout"   		97 	45000 	0 	530  	560  	420  	0 	2000 	250 	3 	150 	2 	7 	400 	1400 	70 	2 	180 	30 	3 	0 	9 	7 	9 	9
313 	1 	"Werewolf"   		118 	110000 	0 	830  	850  	680  	0 	2200 	355 	3 	150 	2 	7 	400 	1400 	70 	2 	180 	30 	3 	0 	9 	7 	9 	9
316 	1 	"Valam" 		123 	240000 	0 	900  	800  	640  	0 	2400 	400 	3 	150 	2 	7 	400 	1400 	70 	2 	180 	30 	3 	0 	9 	7 	9 	9
317 	1 	"Solam" 		127 	260000 	0 	800  	800  	660  	0 	2600 	400 	3 	150 	2 	7 	400 	1400 	70 	2 	180 	30 	3 	0 	9 	7 	9 	9
314 	1 	"Scout Hero"   		123 	120000 	0 	890  	910  	740  	0 	2800 	370 	3 	150 	2 	7 	400 	1400 	70 	2 	180 	30	3 	0 	9 	7 	9 	9
315 	1 	"Werewolf Hero"   	127 	123000 	0 	964  	1015  	800  	0 	3000 	397 	3 	150 	2 	7 	400 	1400 	70 	2 	180 	30 	3 	0 	9 	7 	9 	9
//CryWolf Boss'y
//Index	Rate	Name			Level	HP	MP	DamMin	DamMax	Defence	Magic	Attack	Success	MoveRg	A.Type	A.Range	V.Range	MoveSP	A.Speed	RegTime	Attrib	ItemRat	M.Rate	MaxItem	Skill
340 	1 	"Dark Elf" 		140 	100000	0 	800 	900 	650 	0 	2000 	370 	3 	150 	3 	7 	400 	1400 	210 	2 	120 	10 	9 	0 	9 	3 	9 	9
341 	1 	"Soram" 		134 	164000 	0 	1200	1300 	982 	0 	2200 	500 	3 	150 	2 	7 	400 	1400 	10 	2 	120 	10 	9 	0 	8 	3 	9 	9
344 	1 	"Balram"		132 	140000 	0 	1075 	1140 	885 	0 	2400 	440 	3 	150 	4 	7 	400 	1400 	10 	2 	120 	10 	9 	0 	9 	3 	9 	9	
345 	1 	"Death Spirit" 		134 	95000 	0 	600 	650 	500 	0 	2600 	397 	3 	150 	4 	7 	400 	1400 	30 	2 	120 	10 	9 	0 	9 	3 	9 	9
348 	1 	"Ballista" 		133 	500000	0 	650 	750 	550 	0 	2800 	370 	0 	150 	6 	7 	0 	1400 	45 	2 	120 	10 	9 	0 	9 	3 	9 	9
349	1 	"Balgass" 		148 	400000 	0 	1000 	1500 	700 	0 	3000 	370 	3 	150 	4 	7 	400 	1400 	240 	2 	120 	10 	9 	0 	9 	3 	9 	9

// "Season 2 Monsters" version 1.02O+
//Kantru 
//350 	1 	"Berserk"     	 	84 	28000 	0	1150 	1280 	1770 	0 	1734 	780  	3 	150 	2 	7 	400 	1400 	200 	160 	2 	14	3	0 	9	7 	9	9
//351 	1 	"Sprinter Wolf"  	98 	52800 	0 	1000 	1100 	1964 	0 	1110 	520 	3 	150 	2 	7 	400	1400 	200 	160 	2 	14 	3 	0 	9 	7 	9 	9
//352	1	"Iron Rider"	 	75	11500	0	1050	1200	1950	0	1850	495	3	0	1	5	400	1400	10	2	170	14	3	0	25	25	25	25
//353	1	"Satyros"	 	78	15000	0	1300	1350	1100	0	1300	540	3	0	1	5	400	1400	10	2	170	14	3	0	26	26	26	26
//354	1	"Blade Hunter"	 	84	25000	0	1250	1350	1750	0	1300	690	3	17	4	6	500	2000	10	2	160	30	3	0	27	27	27	27
//355	1	"Kentauros"	 	92	34500	0	1390	1450	1600	0	1200	240	3	3	5	5	500	2000	10	2	160	14	3	0	28	28	28	28
//356	1	"Gigantis"	 	102	55000	0	1600	1900	1500	0	1700	310	3	0	1	7	500	1600	10	2	100	50	4	0	29	29	29	29
//357	1	"Genocider"	 	118	300000	0	1500	2000	1000	0	1500	800	3	150	6	8	650	1600	43200	2	70	30	4	0	2500	2500	2500	2500
//358 	1 	"Persona"     	 	86 	20000  	0 	1060 	1120 	1400  	0 	1568 	500  	3 	150 	2 	7 	400 	1400 	200 	160 	2 	14 	3	0 	9 	7 	9 	9
//359 	1 	"Twin Tail" 	 	90 	22000 	0 	1660 	1700 	1360 	0	1330 	710  	3 	150 	2 	7 	400 	1400 	200 	160 	2 	14	3	0 	9 	7 	9 	9
//360 	1 	"Dreadfear"      	105 	24000 	0 	1780 	1820 	1480 	0	1420 	740 	3	150 	2 	7 	400 	1400 	200 	160 	2 	14 	3	0 	9	7 	9 	9
//361 	1 	"Nightmare"      	110 	24600 	0	1928 	2030 	1490 	0 	2642 	794  	3 	150 	2 	7 	400 	1400 	200 	160 	2 	14 	3	0 	9	7 	9	9
//364	1	"Kantru 364"	 	10	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
//Kantru Boss (Dont Works in any maps)
//362 	1 	"Hands of Maya"  	 128	135000	0	1620	1720	1400	0	1640	873	3	17	6	7	700	1600	10	2	70	0	4	0	29	29	29	29
//63 	1 	"Maya"       	 	140	5000000	0	2000	2500	1500	0	2000	1000	3	150	15	10	800	2000	43200	2	100	0	4	0	5000	5000	5000	5000
//Kantru NPC
//367	1	"Equipment"	 	20	1000	0	15	30	70	20	100	30	0	0	0	5	400	1000	10	0	200	10	0	0	0	0	0	0
//368	1	"Elpis"		 	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
//369	1	"Osbon"		 	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
//229	1	"Osbon"		 	2	50	0	15	30	70	20	10	30	0	0	0	5	400	1500	10	0	200	10	0	0	0	0	0	0
//371	1	"Guard 2"		90	10000	0	180	195	70	20	300	100	5	0	5	5	400	1500	10	1	200	10	0	0	0	0	0	0
end
